Movie release date,Number of movies,top 20 2grams
1950,252,"[(('new', 'york'), 17), (('falls', 'love'), 13), (('big', 'ed'), 11), (('world', 'war'), 9), (('back', 'into'), 9), (('dutch', 'henry'), 9), (('two', 'men'), 8), (('united', 'states'), 8), (('grand', 'duke'), 7), (('falls', 'into'), 7), (('sweet', 'shop'), 7), (('just', 'before'), 6), (('pay', 'off'), 6), (('los', 'angeles'), 6), (('leave', 'town'), 6), (('after', 'being'), 6), (('not', 'only'), 6), (('comes', 'back'), 5), (('lady', 'tremaine'), 5), (('take', 'over'), 5)]"
1951,253,"[(('world', 'war'), 16), (('new', 'york'), 16), (('falls', 'love'), 12), (('air', 'force'), 9), (('runs', 'into'), 9), (('two', 'men'), 8), (('back', 'into'), 8), (('asks', 'if'), 7), (('war', 'ii'), 6), (('goes', 'back'), 6), (('tries', 'get'), 6), (('during', 'world'), 6), (('small', 'town'), 6), (('this', 'time'), 6), (('not', 'only'), 6), (('film', 'begins'), 6), (('bugs', 'comes'), 6), (('bear', 'ghost'), 6), (('reluctantly', 'agrees'), 5), (('more', 'interested'), 5)]"
1952,250,"[(('road', 'runner'), 36), (('new', 'york'), 13), (('falls', 'love'), 11), (('back', 'into'), 11), (('falls', 'into'), 10), (('two', 'men'), 10), (('tom', 'jerry'), 9), (('de', 'maynes'), 9), (('tom', 'chases'), 8), (('just', 'before'), 7), (('mary', 'kate'), 7), (('world', 'war'), 7), (('chases', 'after'), 7), (('baron', 'gruda'), 7), (('did', 'not'), 6), (('asks', 'if'), 6), (('united', 'states'), 6), (('runs', 'away'), 6), (('dream', 'house'), 6), (('go', 'back'), 6)]"
1953,273,"[(('road', 'runner'), 16), (('world', 'war'), 15), (('new', 'york'), 14), (('falls', 'love'), 12), (('father', 'logan'), 10), (('no', 'longer'), 9), (('runs', 'off'), 8), (('rides', 'into'), 8), (('once', 'again'), 7), (('even', 'though'), 7), (('after', 'being'), 7), (('goes', 'into'), 7), (('tries', 'get'), 7), (('tom', 'grabs'), 7), (('meek', 'man'), 7), (('did', 'not'), 6), (('young', 'man'), 6), (('two', 'women'), 6), (('lost', 'boys'), 6), (('runs', 'into'), 6)]"
1954,210,"[(('new', 'york'), 14), (('le', 'chiffre'), 9), (('back', 'into'), 9), (('falls', 'love'), 8), (('world', 'war'), 8), (('just', 'before'), 8), (('van', 'dyke'), 8), (('not', 'only'), 7), (('united', 'states'), 7), (('tasmanian', 'devil'), 7), (('tom', 'jerry'), 6), (('small', 'town'), 6), (('one', 'night'), 6), (('rocky', 'mugsy'), 6), (('molly', 'terry'), 6), (('old', 'friend'), 5), (('before', 'tom'), 5), (('tries', 'persuade'), 5), (('asks', 'if'), 5), (('fbi', 'agent'), 5)]"
1955,236,"[(('road', 'runner'), 19), (('miss', 'dove'), 16), (('new', 'york'), 15), (('world', 'war'), 12), (('falls', 'love'), 8), (('just', 'before'), 8), (('big', 'bad'), 8), (('tries', 'get'), 7), (('sinbad', 'omar'), 7), (('high', 'school'), 6), (('bugs', 'bunny'), 6), (('not', 'only'), 6), (('did', 'not'), 6), (('young', 'woman'), 6), (('fall', 'love'), 6), (('de', 'la'), 6), (('aunt', 'sarah'), 6), (('runs', 'into'), 5), (('doc', 'velie'), 5), (('moe', 'larry'), 5)]"
1956,249,"[(('road', 'runner'), 22), (('new', 'york'), 14), (('falls', 'love'), 11), (('wile', 'coyote'), 11), (('not', 'only'), 9), (('just', 'before'), 9), (('world', 'war'), 8), (('moe', 'larry'), 7), (('lady', 'thiang'), 7), (('air', 'force'), 7), (('elf', 'helper'), 6), (('king', 'mongkut'), 6), (('only', 'discover'), 5), (('returns', 'home'), 5), (('there', 'no'), 5), (('ethan', 'martin'), 5), (('after', 'being'), 5), (('masters', 'clete'), 5), (('wells', 'fargo'), 5), (('only', 'one'), 5)]"
1957,254,"[(('new', 'york'), 14), (('road', 'runner'), 12), (('world', 'war'), 10), (('this', 'time'), 9), (('back', 'into'), 9), (('falls', 'love'), 8), (('did', 'not'), 8), (('after', 'being'), 8), (('united', 'states'), 8), (('take', 'over'), 7), (('all', 'three'), 7), (('runs', 'into'), 7), (('no', 'longer'), 7), (('two', 'men'), 6), (('no', 'one'), 6), (('goes', 'back'), 6), (('only', 'find'), 6), (('once', 'again'), 6), (('even', 'though'), 6), (('von', 'stolberg'), 6)]"
1958,212,"[(('goes', 'back'), 11), (('new', 'york'), 11), (('van', 'hoek'), 8), (('did', 'not'), 8), (('world', 'war'), 8), (('ty', 'ty'), 8), (('no', 'longer'), 7), (('runs', 'into'), 7), (('falls', 'love'), 7), (('big', 'bad'), 7), (('jerry', 'tuffy'), 7), (('after', 'being'), 6), (('only', 'find'), 6), (('two', 'men'), 6), (('back', 'into'), 6), (('one', 'night'), 6), (('fall', 'love'), 6), (('sir', 'wilfrid'), 6), (('deadpan', 'pig'), 6), (('not', 'only'), 5)]"
1959,193,"[(('new', 'york'), 12), (('united', 'states'), 11), (('sarah', 'jane'), 11), (('bugs', 'bunny'), 10), (('king', 'brian'), 9), (('next', 'day'), 8), (('van', 'daan'), 8), (('world', 'war'), 7), (('joe', 'jerry'), 7), (('witch', 'hazel'), 7), (('young', 'woman'), 6), (('there', 'no'), 6), (('some', 'time'), 6), (('just', 'before'), 6), (('runs', 'into'), 6), (('once', 'again'), 6), (('only', 'find'), 6), (('goes', 'off'), 5), (('even', 'though'), 5), (('not', 'tell'), 5)]"
1960,146,"[(('van', 'helsing'), 15), (('hyde', 'tweety'), 13), (('new', 'york'), 10), (('miss', 'kubelik'), 7), (('goes', 'into'), 6), (('fritz', 'ernst'), 6), (('aunt', 'bea'), 6), (('back', 'into'), 5), (('between', 'two'), 5), (('another', 'apartment'), 5), (('reverts', 'back'), 5), (('find', 'themselves'), 4), (('runs', 'away'), 4), (('two', 'men'), 4), (('white', 'man'), 4), (('decides', 'leave'), 4), (('mink', 'coat'), 4), (('apartment', 'building'), 4), (('revolves', 'around'), 4), (('boiler', 'room'), 4)]"
1961,158,"[(('road', 'runner'), 19), (('sir', 'robert'), 18), (('new', 'york'), 16), (('mary', 'ann'), 9), (('mei', 'li'), 8), (('father', 'doonan'), 8), (('snow', 'white'), 7), (('wang', 'ta'), 7), (('this', 'time'), 6), (('next', 'day'), 6), (('into', 'fight'), 6), (('falls', 'love'), 6), (('go', 'back'), 5), (('york', 'city'), 5), (('one', 'day'), 5), (('jets', 'sharks'), 5), (('best', 'friend'), 5), (('el', 'cid'), 5), (('world', 'war'), 4), (('goes', 'back'), 4)]"
1962,166,"[(('new', 'york'), 11), (('jaune', 'tom'), 8), (('barnyard', 'dawg'), 8), (('there', 'no'), 6), (('even', 'though'), 6), (('look', 'look'), 6), (('majority', 'leader'), 6), (('river', 'city'), 6), (('united', 'states'), 5), (('falls', 'into'), 5), (('film', 'begins'), 5), (('one', 'night'), 5), (('make', 'sure'), 5), (('back', 'into'), 5), (('only', 'find'), 5), (('falls', 'love'), 5), (('ho', 'san'), 5), (('no', 'longer'), 5), (('did', 'not'), 5), (('young', 'man'), 5)]"
1963,149,"[(('head', 'devil'), 10), (('world', 'war'), 9), (('santa', 'rosita'), 7), (('hill', 'house'), 7), (('film', 'begins'), 6), (('after', 'being'), 6), (('back', 'into'), 6), (('rocky', 'mugsy'), 6), (('one', 'more'), 5), (('young', 'man'), 5), (('only', 'one'), 5), (('between', 'two'), 5), (('mother', 'maria'), 5), (('wile', 'coyote'), 5), (('sir', 'charles'), 4), (('during', 'world'), 4), (('falls', 'love'), 4), (('police', 'chief'), 4), (('united', 'states'), 4), (('comes', 'back'), 4)]"
1964,159,"[(('big', 'bad'), 16), (('mary', 'poppins'), 9), (('falls', 'love'), 9), (('charlie', 'lee'), 8), (('santa', 'claus'), 7), (('returns', 'home'), 6), (('new', 'york'), 6), (('just', 'before'), 6), (('madame', 'hortense'), 5), (('basil', 'zorba'), 5), (('too', 'much'), 5), (('warren', 'palmer'), 5), (('takes', 'place'), 5), (('only', 'find'), 5), (('united', 'states'), 5), (('ranger', 'smith'), 5), (('don', 'jose'), 5), (('no', 'longer'), 4), (('factory', 'make'), 4), (('find', 'themselves'), 4)]"
1965,179,"[(('henry', 'iv'), 18), (('charlie', 'brown'), 16), (('sir', 'humphrey'), 12), (('samuel', 'beckett'), 10), (('back', 'into'), 9), (('new', 'york'), 9), (('planet', 'x'), 9), (('beckett', 'p'), 8), (('world', 'war'), 7), (('von', 'rotten'), 7), (('von', 'klemment'), 7), (('no', 'longer'), 6), (('matt', 'sir'), 6), (('go', 'back'), 6), (('film', 'opens'), 5), (('hal', 'poins'), 5), (('once', 'again'), 5), (('fall', 'love'), 5), (('all', 'women'), 5), (('whispering', 'glades'), 5)]"
1966,182,"[(('world', 'war'), 9), (('runs', 'into'), 8), (('new', 'york'), 7), (('sir', 'james'), 7), (('united', 'states'), 7), (('von', 'klugermann'), 7), (('road', 'runner'), 7), (('no', 'one'), 6), (('not', 'only'), 6), (('san', 'pablo'), 6), (('just', 'before'), 6), (('under', 'command'), 6), (('spider', 'pierre'), 6), (('tunga', 'khan'), 6), (('paul', 'claire'), 6), (('de', 'ruse'), 6), (('green', 'goose'), 6), (('batman', 'robin'), 5), (('way', 'into'), 5), (('returns', 'home'), 5)]"
1967,188,"[(('cool', 'cat'), 15), (('new', 'york'), 10), (('pink', 'panther'), 10), (('fabulous', 'face'), 10), (('miss', 'dorothy'), 10), (('back', 'into'), 7), (('king', 'kong'), 7), (('white', 'man'), 7), (('not', 'only'), 6), (('york', 'city'), 6), (('old', 'man'), 6), (('go', 'back'), 6), (('there', 'no'), 6), (('united', 'states'), 5), (('way', 'back'), 5), (('madame', 'piranha'), 5), (('once', 'again'), 5), (('all', 'over'), 5), (('los', 'angeles'), 5), (('young', 'woman'), 5)]"
1968,198,"[(('new', 'york'), 17), (('charlie', 'brown'), 9), (('two', 'men'), 8), (('falls', 'into'), 7), (('york', 'city'), 6), (('san', 'francisco'), 6), (('no', 'longer'), 6), (('sue', 'ann'), 5), (('some', 'time'), 5), (('young', 'man'), 4), (('back', 'into'), 4), (('this', 'time'), 4), (('break', 'into'), 4), (('after', 'being'), 4), (('released', 'prison'), 4), (('old', 'friend'), 4), (('united', 'states'), 4), (('take', 'over'), 4), (('black', 'monolith'), 4), (('not', 'see'), 4)]"
1969,184,"[(('charlie', 'brown'), 30), (('new', 'york'), 18), (('la', 'boeuf'), 12), (('united', 'states'), 7), (('world', 'war'), 7), (('no', 'one'), 7), (('cool', 'cat'), 7), (('cornelius', 'barnaby'), 6), (('two', 'men'), 6), (('spelling', 'bee'), 6), (('butch', 'sundance'), 6), (('york', 'city'), 5), (('harmonia', 'gardens'), 5), (('falls', 'love'), 5), (('los', 'angeles'), 4), (('last', 'minute'), 4), (('science', 'theater'), 4), (('air', 'force'), 4), (('film', 'concludes'), 4), (('prairie', 'dog'), 4)]"
1970,203,"[(('new', 'york'), 19), (('united', 'states'), 14), (('los', 'angeles'), 10), (('world', 'war'), 9), (('lady', 'divine'), 9), (('having', 'been'), 7), (('san', 'francisco'), 7), (('old', 'lodge'), 7), (('just', 'before'), 6), (('no', 'longer'), 6), (('two', 'men'), 6), (('young', 'woman'), 6), (('even', 'though'), 6), (('film', 'opens'), 6), (('york', 'city'), 6), (('there', 'no'), 6), (('falls', 'love'), 6), (('one', 'day'), 6), (('not', 'only'), 5), (('no', 'one'), 5)]"
1971,213,"[(('miss', 'price'), 14), (('new', 'york'), 11), (('little', 'jake'), 10), (('los', 'angeles'), 8), (('york', 'city'), 7), (('not', 'only'), 7), (('chief', 'easter'), 7), (('returns', 'home'), 6), (('no', 'longer'), 6), (('young', 'woman'), 6), (('only', 'find'), 6), (('soon', 'after'), 6), (('having', 'sex'), 6), (('go', 'back'), 5), (('this', 'one'), 5), (('grandpa', 'joe'), 5), (('after', 'being'), 5), (('take', 'over'), 5), (('candy', 'man'), 5), (('goes', 'into'), 5)]"
1972,225,"[(('lu', 'junyi'), 16), (('new', 'york'), 14), (('mary', 'ann'), 11), (('goes', 'into'), 9), (('next', 'day'), 9), (('charlie', 'brown'), 9), (('yan', 'qing'), 8), (('no', 'longer'), 7), (('united', 'states'), 7), (('san', 'francisco'), 7), (('priest', 'eddie'), 7), (('returns', 'home'), 6), (('there', 'no'), 6), (('go', 'back'), 6), (('find', 'themselves'), 6), (('just', 'before'), 6), (('de', 'toro'), 6), (('back', 'into'), 6), (('los', 'angeles'), 5), (('did', 'not'), 5)]"
1973,218,"[(('new', 'york'), 22), (('pretty', 'tony'), 10), (('get', 'back'), 9), (('prince', 'john'), 9), (('fat', 'man'), 9), (('after', 'being'), 8), (('no', 'one'), 7), (('old', 'fort'), 7), (('little', 'john'), 7), (('dylan', 'hunt'), 7), (('if', 'not'), 6), (('high', 'school'), 6), (('united', 'states'), 6), (('van', 'helsing'), 6), (('york', 'city'), 6), (('goldie', 'slim'), 6), (('prime', 'minister'), 5), (('film', 'opens'), 5), (('once', 'again'), 5), (('young', 'man'), 5)]"
1974,247,"[(('new', 'york'), 17), (('los', 'angeles'), 9), (('two', 'men'), 8), (('doctor', 'stein'), 7), (('york', 'city'), 6), (('no', 'longer'), 6), (('did', 'not'), 6), (('gas', 'station'), 6), (('one', 'them'), 6), (('drunk', 'male'), 6), (('no', 'one'), 5), (('el', 'jefe'), 5), (('paul', 'shoots'), 5), (('even', 'though'), 5), (('salt', 'lake'), 5), (('little', 'prince'), 5), (('doctor', 'walker'), 5), (('young', 'man'), 5), (('thunderbolt', 'lightfoot'), 5), (('this', 'time'), 4)]"
1975,203,"[(('new', 'york'), 22), (('charlie', 'brown'), 22), (('barbara', 'jean'), 19), (('york', 'city'), 9), (('carroll', 'jo'), 8), (('red', 'river'), 7), (('ray', 'henry'), 7), (('united', 'states'), 7), (('two', 'men'), 6), (('once', 'again'), 6), (('doc', 'savage'), 6), (('en', 'route'), 5), (('carrol', 'jo'), 5), (('glass', 'house'), 5), (('agent', 'sheldon'), 5), (('not', 'only'), 5), (('there', 'no'), 5), (('revolves', 'around'), 5), (('no', 'one'), 5), (('more', 'more'), 4)]"
1976,221,"[(('new', 'york'), 24), (('fat', 'sam'), 10), (('after', 'being'), 8), (('miss', 'collins'), 8), (('mary', 'tate'), 8), (('young', 'woman'), 7), (('real', 'estate'), 7), (('los', 'angeles'), 6), (('pink', 'panther'), 6), (('little', 'john'), 6), (('young', 'man'), 5), (('one', 'more'), 5), (('world', 'war'), 5), (('york', 'city'), 5), (('world', 'trade'), 5), (('film', 'opens'), 5), (('falls', 'love'), 5), (('after', 'this'), 5), (('once', 'again'), 5), (('police', 'officers'), 5)]"
1977,194,"[(('new', 'york'), 14), (('young', 'man'), 12), (('air', 'force'), 11), (('raggedy', 'ann'), 10), (('king', 'koo'), 9), (('returns', 'home'), 8), (('el', 'krim'), 8), (('united', 'states'), 8), (('lady', 'st'), 7), (('them', 'into'), 6), (('there', 'no'), 6), (('old', 'man'), 6), (('truck', 'driver'), 6), (('all', 'three'), 6), (('rodney', 'allison'), 6), (('asks', 'if'), 5), (('world', 'war'), 5), (('papa', 'jupiter'), 5), (('runs', 'into'), 5), (('takes', 'place'), 5)]"
1978,219,"[(('blind', 'man'), 23), (('new', 'york'), 13), (('one', 'day'), 9), (('united', 'states'), 9), (('pig', 'pen'), 8), (('san', 'francisco'), 8), (('small', 'one'), 8), (('rubber', 'duck'), 7), (('back', 'into'), 7), (('there', 'no'), 7), (('mary', 'ann'), 7), (('south', 'vietnamese'), 7), (('one', 'last'), 6), (('skipper', 'gilligan'), 6), (('get', 'back'), 6), (('world', 'war'), 6), (('high', 'school'), 6), (('vietnam', 'war'), 6), (('years', 'after'), 6), (('best', 'friend'), 5)]"
1979,217,"[(('new', 'york'), 16), (('van', 'dorn'), 15), (('only', 'find'), 11), (('next', 'day'), 9), (('van', 'helsing'), 9), (('after', 'being'), 7), (('young', 'man'), 7), (('strap', 'ruby'), 7), (('carl', 'gets'), 7), (('go', 'back'), 6), (('san', 'francisco'), 6), (('united', 'states'), 6), (('once', 'again'), 6), (('best', 'friend'), 5), (('verne', 'maggie'), 5), (('gets', 'into'), 5), (('high', 'school'), 5), (('york', 'city'), 5), (('mears', 'petrie'), 5), (('count', 'dracula'), 5)]"
1980,263,"[(('new', 'york'), 22), (('border', 'patrol'), 17), (('charlie', 'brown'), 15), (('snow', 'white'), 14), (('road', 'runner'), 11), (('los', 'angeles'), 10), (('asks', 'if'), 10), (('just', 'before'), 10), (('united', 'states'), 10), (('after', 'being'), 10), (('harry', 'skip'), 10), (('jeb', 'maynard'), 10), (('high', 'school'), 10), (('film', 'begins'), 9), (('world', 'war'), 9), (('bronco', 'billy'), 9), (('tries', 'get'), 8), (('york', 'city'), 8), (('father', 'malone'), 8), (('back', 'into'), 8)]"
1981,242,"[(('new', 'york'), 21), (('after', 'being'), 10), (('united', 'states'), 9), (('only', 'find'), 9), (('no', 'longer'), 9), (('go', 'back'), 9), (('mary', 'ann'), 8), (('los', 'angeles'), 7), (('having', 'been'), 7), (('look', 'like'), 7), (('cheech', 'chong'), 7), (('two', 'men'), 6), (('small', 'town'), 6), (('falls', 'into'), 6), (('makes', 'way'), 6), (('van', 'der'), 6), (('shortly', 'after'), 6), (('there', 'no'), 6), (('them', 'all'), 5), (('comes', 'across'), 5)]"
1982,254,"[(('new', 'york'), 30), (('cheech', 'chong'), 21), (('goes', 'back'), 12), (('high', 'school'), 11), (('york', 'city'), 11), (('only', 'find'), 10), (('los', 'angeles'), 9), (('tracks', 'down'), 8), (('united', 'states'), 8), (('film', 'opens'), 8), (('no', 'one'), 8), (('breaks', 'into'), 7), (('way', 'back'), 7), (('back', 'into'), 7), (('ganz', 'billy'), 7), (('few', 'days'), 6), (('makes', 'way'), 6), (('back', 'house'), 6), (('runs', 'into'), 6), (('run', 'away'), 6)]"
1983,248,"[(('new', 'york'), 26), (('united', 'states'), 19), (('high', 'school'), 19), (('after', 'being'), 13), (('returns', 'home'), 12), (('angel', 'beach'), 11), (('back', 'into'), 11), (('los', 'angeles'), 9), (('only', 'one'), 9), (('goes', 'into'), 9), (('two', 'men'), 8), (('not', 'only'), 8), (('no', 'longer'), 8), (('some', 'time'), 8), (('get', 'into'), 7), (('falls', 'into'), 7), (('air', 'force'), 7), (('falls', 'love'), 7), (('one', 'last'), 7), (('york', 'city'), 7)]"
1984,281,"[(('new', 'york'), 32), (('united', 'states'), 14), (('after', 'being'), 11), (('some', 'time'), 11), (('world', 'war'), 11), (('high', 'school'), 11), (('sister', 'margaret'), 10), (('one', 'day'), 9), (('go', 'back'), 9), (('not', 'only'), 9), (('young', 'man'), 9), (('short', 'round'), 9), (('miss', 'piggy'), 9), (('north', 'pole'), 9), (('york', 'city'), 8), (('break', 'into'), 8), (('takes', 'place'), 8), (('back', 'into'), 8), (('sheriff', 'buelton'), 8), (('los', 'angeles'), 8)]"
1985,326,"[(('new', 'york'), 27), (('high', 'school'), 21), (('big', 'bird'), 17), (('sir', 'daniel'), 16), (('after', 'being'), 14), (('no', 'longer'), 14), (('billie', 'jean'), 13), (('best', 'friend'), 12), (('having', 'been'), 12), (('sir', 'richard'), 12), (('off', 'into'), 11), (('runs', 'into'), 11), (('tries', 'get'), 11), (('monster', 'hero'), 11), (('john', 'yoko'), 10), (('falls', 'love'), 10), (('next', 'day'), 9), (('one', 'last'), 9), (('gary', 'wyatt'), 9), (('only', 'one'), 8)]"
1986,338,"[(('high', 'school'), 27), (('new', 'york'), 26), (('audrey', 'ii'), 17), (('los', 'angeles'), 16), (('even', 'though'), 14), (('anderson', 'harmony'), 14), (('back', 'into'), 13), (('peggy', 'sue'), 13), (('only', 'one'), 11), (('after', 'being'), 11), (('one', 'day'), 10), (('air', 'force'), 10), (('this', 'time'), 10), (('united', 'states'), 10), (('american', 'rabbit'), 10), (('get', 'into'), 9), (('there', 'no'), 9), (('just', 'before'), 9), (('take', 'over'), 9), (('dark', 'heart'), 9)]"
1987,373,"[(('obie', 'scam'), 20), (('high', 'school'), 19), (('united', 'states'), 17), (('doc', 'dickie'), 16), (('after', 'being'), 14), (('falls', 'love'), 14), (('barzak', 'hazeltine'), 14), (('go', 'back'), 13), (('new', 'york'), 12), (('not', 'only'), 12), (('back', 'into'), 11), (('best', 'friend'), 11), (('them', 'into'), 11), (('one', 'night'), 10), (('way', 'back'), 10), (('no', 'one'), 10), (('lone', 'starr'), 10), (('cobra', 'commander'), 10), (('two', 'men'), 9), (('get', 'back'), 8)]"
1988,398,"[(('new', 'york'), 40), (('high', 'school'), 24), (('falls', 'love'), 16), (('los', 'angeles'), 16), (('tall', 'man'), 16), (('back', 'into'), 14), (('after', 'being'), 13), (('carol', 'anne'), 13), (('united', 'states'), 12), (('best', 'friend'), 12), (('once', 'again'), 11), (('back', 'home'), 11), (('tries', 'get'), 11), (('old', 'man'), 10), (('york', 'city'), 10), (('younger', 'brother'), 9), (('just', 'before'), 9), (('one', 'day'), 9), (('between', 'two'), 9), (('north', 'korean'), 9)]"
1989,384,"[(('new', 'york'), 46), (('miss', 'daisy'), 18), (('high', 'school'), 16), (('back', 'into'), 15), (('jerry', 'lee'), 13), (('after', 'being'), 12), (('york', 'city'), 12), (('two', 'men'), 12), (('big', 'bird'), 12), (('young', 'woman'), 11), (('radio', 'raheem'), 11), (('lady', 'jean'), 11), (('no', 'longer'), 10), (('no', 'one'), 10), (('get', 'into'), 10), (('track', 'down'), 10), (('there', 'no'), 10), (('only', 'find'), 9), (('just', 'before'), 9), (('tries', 'get'), 9)]"
1990,383,"[(('new', 'york'), 35), (('united', 'states'), 25), (('high', 'school'), 19), (('no', 'longer'), 19), (('grand', 'high'), 18), (('back', 'into'), 18), (('los', 'angeles'), 18), (('after', 'being'), 16), (('falls', 'love'), 16), (('high', 'witch'), 14), (('oda', 'mae'), 14), (('tracks', 'down'), 13), (('best', 'friend'), 12), (('police', 'officer'), 12), (('makes', 'way'), 12), (('no', 'one'), 11), (('young', 'man'), 11), (('york', 'city'), 11), (('only', 'find'), 11), (('baloo', 'kit'), 11)]"
1991,382,"[(('new', 'york'), 31), (('los', 'angeles'), 20), (('next', 'day'), 17), (('best', 'friend'), 14), (('only', 'one'), 13), (('sue', 'ellen'), 13), (('after', 'being'), 12), (('falls', 'love'), 12), (('gets', 'into'), 12), (('film', 'opens'), 12), (('no', 'longer'), 11), (('go', 'back'), 11), (('runs', 'into'), 11), (('one', 'day'), 10), (('even', 'though'), 10), (('bill', 'ted'), 10), (('high', 'school'), 9), (('goes', 'back'), 9), (('did', 'not'), 9), (('not', 'only'), 9)]"
1992,379,"[(('new', 'york'), 30), (('back', 'into'), 16), (('dust', 'devil'), 13), (('only', 'find'), 12), (('next', 'day'), 12), (('los', 'angeles'), 12), (('captain', 'ron'), 12), (('after', 'being'), 11), (('returns', 'home'), 11), (('police', 'officer'), 11), (('gets', 'into'), 11), (('malcolm', 'x'), 11), (('tom', 'jerry'), 11), (('john', 'keem'), 11), (('mr', 'white'), 11), (('runs', 'into'), 10), (('tries', 'get'), 10), (('little', 'j'), 10), (('did', 'not'), 9), (('takes', 'place'), 9)]"
1993,397,"[(('snow', 'white'), 26), (('even', 'though'), 20), (('new', 'york'), 20), (('once', 'again'), 17), (('high', 'school'), 17), (('mary', 'jo'), 17), (('lord', 'maliss'), 16), (('la', 'onda'), 15), (('mother', 'nature'), 15), (('after', 'being'), 13), (('this', 'time'), 13), (('two', 'men'), 13), (('back', 'into'), 13), (('did', 'not'), 12), (('runs', 'into'), 12), (('los', 'angeles'), 12), (('go', 'back'), 12), (('one', 'day'), 12), (('no', 'longer'), 12), (('young', 'man'), 12)]"
1994,459,"[(('new', 'york'), 45), (('after', 'being'), 24), (('white', 'fang'), 20), (('tall', 'man'), 17), (('not', 'only'), 16), (('best', 'friend'), 15), (('los', 'angeles'), 15), (('no', 'one'), 15), (('did', 'not'), 14), (('high', 'school'), 14), (('only', 'find'), 14), (('back', 'into'), 13), (('sneaks', 'into'), 13), (('falls', 'love'), 13), (('van', 'doren'), 13), (('take', 'care'), 12), (('next', 'day'), 12), (('one', 'day'), 12), (('police', 'officer'), 12), (('york', 'city'), 12)]"
1995,458,"[(('new', 'york'), 27), (('los', 'angeles'), 20), (('no', 'longer'), 19), (('falls', 'love'), 19), (('not', 'only'), 18), (('after', 'being'), 17), (('sir', 'simon'), 17), (('runs', 'into'), 16), (('united', 'states'), 15), (('shortly', 'after'), 15), (('just', 'before'), 15), (('returns', 'home'), 14), (('back', 'into'), 14), (('little', 'bear'), 14), (('money', 'train'), 14), (('tank', 'girl'), 13), (('one', 'night'), 12), (('even', 'though'), 12), (('liu', 'kang'), 12), (('high', 'school'), 11)]"
1996,490,"[(('new', 'york'), 48), (('high', 'school'), 20), (('after', 'being'), 18), (('white', 'house'), 18), (('no', 'longer'), 17), (('los', 'angeles'), 17), (('did', 'not'), 17), (('no', 'one'), 15), (('next', 'day'), 15), (('one', 'last'), 14), (('asks', 'if'), 14), (('shortly', 'after'), 14), (('runs', 'away'), 14), (('united', 'states'), 13), (('into', 'house'), 13), (('go', 'back'), 13), (('air', 'force'), 13), (('runs', 'into'), 13), (('young', 'woman'), 13), (('only', 'find'), 13)]"
1997,507,"[(('new', 'york'), 48), (('high', 'school'), 27), (('united', 'states'), 24), (('after', 'being'), 21), (('dalai', 'lama'), 19), (('even', 'though'), 18), (('best', 'friend'), 18), (('one', 'day'), 17), (('runs', 'into'), 16), (('make', 'way'), 16), (('get', 'back'), 15), (('there', 'no'), 15), (('los', 'angeles'), 14), (('secret', 'service'), 14), (('back', 'into'), 13), (('just', 'before'), 13), (('falls', 'love'), 12), (('shortly', 'after'), 12), (('white', 'house'), 12), (('no', 'longer'), 12)]"
1998,551,"[(('new', 'york'), 46), (('after', 'being'), 28), (('tall', 'man'), 24), (('los', 'angeles'), 23), (('young', 'man'), 23), (('high', 'school'), 22), (('best', 'friend'), 21), (('did', 'not'), 19), (('go', 'back'), 18), (('this', 'time'), 18), (('runs', 'into'), 18), (('no', 'longer'), 18), (('miss', 'clavel'), 18), (('de', 'la'), 18), (('even', 'though'), 17), (('back', 'into'), 16), (('there', 'no'), 16), (('joshua', 'hook'), 16), (('one', 'night'), 15), (('once', 'again'), 15)]"
1999,562,"[(('new', 'york'), 43), (('high', 'school'), 41), (('after', 'being'), 22), (('did', 'not'), 19), (('next', 'day'), 18), (('not', 'only'), 17), (('leigh', 'ann'), 17), (('one', 'day'), 16), (('decides', 'take'), 16), (('one', 'night'), 15), (('go', 'back'), 15), (('best', 'friend'), 14), (('young', 'man'), 14), (('runs', 'into'), 13), (('one', 'last'), 13), (('only', 'one'), 13), (('goes', 'back'), 12), (('between', 'two'), 12), (('even', 'though'), 12), (('no', 'longer'), 12)]"
2000,583,"[(('new', 'york'), 43), (('high', 'school'), 29), (('united', 'states'), 25), (('did', 'not'), 22), (('after', 'being'), 20), (('not', 'only'), 20), (('mary', 'kay'), 20), (('get', 'back'), 18), (('los', 'angeles'), 18), (('best', 'friend'), 17), (('van', 'helsing'), 17), (('even', 'though'), 15), (('just', 'before'), 15), (('asks', 'if'), 15), (('no', 'longer'), 14), (('back', 'into'), 14), (('tries', 'get'), 14), (('next', 'day'), 14), (('film', 'opens'), 14), (('falls', 'love'), 14)]"
2001,601,"[(('after', 'being'), 29), (('new', 'york'), 29), (('high', 'school'), 28), (('runs', 'into'), 26), (('los', 'angeles'), 23), (('did', 'not'), 23), (('even', 'though'), 21), (('united', 'states'), 20), (('find', 'themselves'), 19), (('this', 'time'), 19), (('snow', 'white'), 18), (('returns', 'home'), 17), (('best', 'friend'), 16), (('back', 'into'), 16), (('no', 'one'), 16), (('one', 'day'), 16), (('film', 'begins'), 16), (('rusty', 'nail'), 16), (('next', 'day'), 15), (('jay', 'silent'), 15)]"
