Movie release date,Number of movies,top 10 1grams
1929,220,"[(('after',), 53), (('love',), 46), (('not',), 45), (('into',), 44), (('two',), 33), (('young',), 28), (('mickey',), 28), (('this',), 27), (('takes',), 26), (('ollie',), 26)]"
1930,220,"[(('after',), 66), (('into',), 58), (('one',), 49), (('love',), 46), (('not',), 43), (('them',), 38), (('back',), 37), (('falls',), 36), (('new',), 35), (('this',), 35)]"
1931,263,"[(('into',), 103), (('not',), 87), (('after',), 84), (('them',), 72), (('one',), 71), (('love',), 58), (('new',), 55), (('tries',), 53), (('get',), 51), (('been',), 49)]"
1932,282,"[(('after',), 118), (('into',), 109), (('one',), 87), (('not',), 85), (('back',), 71), (('all',), 70), (('been',), 68), (('them',), 68), (('only',), 62), (('find',), 61)]"
1933,285,"[(('into',), 121), (('after',), 97), (('not',), 86), (('all',), 78), (('new',), 71), (('get',), 61), (('man',), 59), (('one',), 56), (('back',), 55), (('betty',), 54)]"
1934,300,"[(('after',), 116), (('not',), 113), (('into',), 95), (('one',), 67), (('them',), 63), (('judge',), 59), (('off',), 58), (('goes',), 57), (('been',), 56), (('new',), 56)]"
1935,299,"[(('into',), 101), (('after',), 100), (('them',), 77), (('not',), 77), (('new',), 74), (('one',), 68), (('get',), 54), (('back',), 51), (('off',), 50), (('man',), 49)]"
1936,311,"[(('after',), 110), (('into',), 105), (('not',), 72), (('new',), 64), (('get',), 54), (('been',), 54), (('one',), 54), (('all',), 53), (('them',), 49), (('porky',), 48)]"
1937,313,"[(('after',), 127), (('into',), 118), (('not',), 94), (('them',), 88), (('get',), 72), (('tries',), 69), (('one',), 69), (('new',), 66), (('all',), 56), (('goes',), 54)]"
1938,279,"[(('into',), 119), (('after',), 112), (('one',), 88), (('new',), 76), (('them',), 72), (('not',), 70), (('back',), 69), (('all',), 68), (('get',), 54), (('love',), 51)]"
1939,301,"[(('after',), 123), (('into',), 92), (('not',), 80), (('new',), 78), (('one',), 70), (('them',), 69), (('only',), 65), (('get',), 64), (('been',), 62), (('all',), 58)]"
1940,291,"[(('into',), 141), (('after',), 134), (('not',), 101), (('them',), 101), (('new',), 86), (('one',), 82), (('get',), 66), (('two',), 63), (('only',), 62), (('been',), 61)]"
1941,313,"[(('after',), 155), (('into',), 154), (('one',), 99), (('not',), 97), (('back',), 96), (('new',), 92), (('them',), 92), (('all',), 80), (('been',), 78), (('get',), 72)]"
1942,336,"[(('into',), 207), (('after',), 140), (('one',), 117), (('not',), 102), (('new',), 86), (('this',), 86), (('been',), 84), (('tom',), 83), (('back',), 82), (('jerry',), 78)]"
1943,301,"[(('into',), 160), (('after',), 133), (('not',), 103), (('one',), 92), (('japanese',), 85), (('them',), 82), (('war',), 75), (('only',), 73), (('all',), 68), (('back',), 65)]"
1944,275,"[(('after',), 153), (('into',), 122), (('one',), 100), (('not',), 92), (('all',), 79), (('this',), 77), (('tom',), 73), (('them',), 72), (('been',), 69), (('only',), 66)]"
1945,259,"[(('into',), 135), (('after',), 134), (('not',), 88), (('one',), 86), (('bugs',), 77), (('back',), 74), (('two',), 72), (('only',), 71), (('this',), 69), (('new',), 68)]"
1946,243,"[(('into',), 123), (('after',), 117), (('not',), 98), (('bugs',), 90), (('one',), 73), (('them',), 70), (('two',), 69), (('new',), 68), (('get',), 63), (('back',), 63)]"
1947,234,"[(('into',), 142), (('after',), 121), (('not',), 90), (('one',), 77), (('jerry',), 74), (('tom',), 72), (('new',), 70), (('two',), 69), (('back',), 68), (('before',), 65)]"
1948,253,"[(('after',), 165), (('into',), 154), (('not',), 119), (('one',), 101), (('them',), 90), (('all',), 81), (('new',), 78), (('been',), 77), (('back',), 76), (('only',), 75)]"
1949,245,"[(('into',), 170), (('after',), 150), (('bugs',), 120), (('not',), 101), (('back',), 99), (('all',), 85), (('tom',), 85), (('one',), 76), (('them',), 72), (('new',), 71)]"
1950,252,"[(('into',), 223), (('after',), 171), (('not',), 124), (('back',), 120), (('bugs',), 120), (('one',), 107), (('them',), 100), (('tom',), 97), (('been',), 92), (('only',), 89)]"
1951,253,"[(('after',), 169), (('into',), 151), (('tom',), 113), (('not',), 96), (('them',), 89), (('bugs',), 88), (('back',), 86), (('one',), 85), (('get',), 77), (('only',), 69)]"
1952,250,"[(('tom',), 196), (('into',), 186), (('after',), 165), (('jerry',), 133), (('not',), 121), (('back',), 87), (('bugs',), 87), (('one',), 84), (('all',), 82), (('over',), 80)]"
1953,273,"[(('into',), 198), (('after',), 184), (('tom',), 142), (('not',), 126), (('one',), 116), (('them',), 101), (('back',), 99), (('this',), 93), (('two',), 84), (('off',), 82)]"
1954,210,"[(('into',), 158), (('after',), 134), (('not',), 121), (('tom',), 108), (('bugs',), 101), (('one',), 96), (('new',), 92), (('back',), 88), (('been',), 83), (('them',), 81)]"
1955,236,"[(('after',), 186), (('into',), 182), (('one',), 101), (('not',), 100), (('them',), 86), (('this',), 84), (('back',), 83), (('all',), 80), (('new',), 76), (('before',), 75)]"
1956,249,"[(('into',), 145), (('after',), 137), (('not',), 106), (('them',), 90), (('one',), 85), (('tom',), 82), (('this',), 81), (('all',), 77), (('only',), 73), (('new',), 70)]"
1957,254,"[(('into',), 192), (('after',), 181), (('one',), 113), (('not',), 111), (('all',), 102), (('this',), 86), (('them',), 86), (('been',), 86), (('new',), 84), (('back',), 84)]"
1958,212,"[(('into',), 158), (('after',), 151), (('not',), 100), (('them',), 96), (('back',), 94), (('one',), 91), (('men',), 83), (('tom',), 79), (('been',), 77), (('two',), 74)]"
1959,193,"[(('after',), 193), (('into',), 184), (('not',), 122), (('one',), 108), (('bugs',), 107), (('them',), 82), (('back',), 77), (('been',), 76), (('new',), 76), (('off',), 72)]"
1960,146,"[(('into',), 117), (('after',), 84), (('back',), 71), (('one',), 70), (('not',), 57), (('this',), 56), (('them',), 48), (('two',), 44), (('sylvester',), 44), (('new',), 41)]"
1961,158,"[(('after',), 114), (('into',), 106), (('not',), 75), (('one',), 74), (('back',), 68), (('all',), 64), (('two',), 61), (('gidget',), 58), (('new',), 56), (('them',), 49)]"
1962,166,"[(('into',), 162), (('after',), 130), (('one',), 113), (('not',), 94), (('back',), 91), (('them',), 75), (('been',), 68), (('jerry',), 66), (('man',), 64), (('new',), 63)]"
1963,149,"[(('into',), 115), (('after',), 103), (('bugs',), 87), (('one',), 77), (('not',), 66), (('two',), 64), (('back',), 56), (('off',), 55), (('them',), 55), (('all',), 54)]"
1964,159,"[(('into',), 120), (('after',), 113), (('all',), 71), (('one',), 70), (('this',), 59), (('man',), 59), (('not',), 58), (('back',), 55), (('only',), 53), (('them',), 51)]"
1965,179,"[(('into',), 124), (('after',), 117), (('not',), 86), (('one',), 83), (('back',), 70), (('all',), 68), (('them',), 66), (('only',), 61), (('takes',), 57), (('been',), 56)]"
1966,182,"[(('into',), 153), (('after',), 121), (('one',), 94), (('not',), 78), (('them',), 75), (('new',), 72), (('only',), 69), (('back',), 68), (('all',), 64), (('being',), 60)]"
1967,188,"[(('into',), 141), (('after',), 124), (('one',), 95), (('them',), 85), (('this',), 73), (('two',), 72), (('not',), 71), (('man',), 70), (('back',), 70), (('all',), 66)]"
1968,198,"[(('after',), 130), (('into',), 127), (('one',), 104), (('them',), 84), (('two',), 78), (('not',), 67), (('new',), 64), (('before',), 63), (('back',), 62), (('all',), 62)]"
1969,184,"[(('after',), 108), (('one',), 75), (('into',), 72), (('not',), 67), (('them',), 66), (('two',), 62), (('film',), 62), (('only',), 54), (('all',), 50), (('during',), 50)]"
1970,203,"[(('into',), 124), (('after',), 114), (('one',), 101), (('them',), 100), (('two',), 84), (('not',), 83), (('been',), 68), (('all',), 65), (('only',), 60), (('back',), 60)]"
1971,213,"[(('into',), 178), (('after',), 156), (('one',), 112), (('not',), 96), (('two',), 86), (('them',), 84), (('back',), 70), (('been',), 65), (('new',), 64), (('before',), 63)]"
1972,225,"[(('into',), 159), (('after',), 150), (('not',), 122), (('them',), 116), (('one',), 109), (('two',), 86), (('back',), 82), (('this',), 79), (('film',), 77), (('being',), 76)]"
1973,218,"[(('into',), 156), (('after',), 150), (('not',), 122), (('one',), 121), (('them',), 96), (('man',), 88), (('two',), 87), (('this',), 83), (('new',), 78), (('back',), 72)]"
1974,247,"[(('after',), 144), (('into',), 143), (('one',), 109), (('not',), 109), (('them',), 91), (('two',), 83), (('back',), 74), (('been',), 71), (('new',), 69), (('off',), 67)]"
1975,203,"[(('after',), 123), (('into',), 108), (('not',), 73), (('all',), 69), (('one',), 63), (('them',), 63), (('two',), 61), (('during',), 61), (('man',), 57), (('buford',), 56)]"
1976,221,"[(('after',), 136), (('into',), 119), (('not',), 92), (('one',), 83), (('new',), 78), (('all',), 76), (('them',), 75), (('two',), 62), (('film',), 62), (('before',), 60)]"
1977,194,"[(('after',), 168), (('into',), 155), (('them',), 101), (('one',), 94), (('not',), 90), (('over',), 75), (('off',), 74), (('two',), 73), (('new',), 69), (('car',), 66)]"
1978,219,"[(('after',), 182), (('into',), 176), (('one',), 160), (('them',), 138), (('not',), 95), (('two',), 87), (('find',), 84), (('back',), 82), (('get',), 81), (('new',), 80)]"
1979,217,"[(('into',), 166), (('after',), 156), (('them',), 94), (('one',), 91), (('new',), 90), (('find',), 86), (('not',), 81), (('two',), 76), (('back',), 76), (('all',), 75)]"
1980,263,"[(('into',), 219), (('after',), 218), (('one',), 174), (('them',), 148), (('not',), 125), (('back',), 121), (('all',), 108), (('new',), 104), (('two',), 104), (('before',), 101)]"
1981,242,"[(('after',), 230), (('into',), 213), (('one',), 142), (('them',), 129), (('not',), 114), (('back',), 91), (('two',), 91), (('new',), 87), (('been',), 85), (('all',), 84)]"
1982,254,"[(('into',), 252), (('after',), 217), (('one',), 151), (('back',), 144), (('them',), 129), (('not',), 106), (('through',), 105), (('new',), 93), (('two',), 92), (('off',), 90)]"
1983,248,"[(('after',), 296), (('into',), 286), (('not',), 181), (('one',), 158), (('them',), 144), (('two',), 139), (('back',), 134), (('all',), 131), (('only',), 111), (('being',), 107)]"
1984,281,"[(('into',), 277), (('after',), 239), (('one',), 184), (('not',), 168), (('them',), 155), (('back',), 138), (('been',), 136), (('new',), 128), (('two',), 127), (('billy',), 112)]"
1985,326,"[(('after',), 327), (('into',), 315), (('them',), 213), (('one',), 199), (('not',), 186), (('back',), 175), (('two',), 167), (('all',), 147), (('this',), 144), (('get',), 143)]"
1986,338,"[(('into',), 317), (('after',), 294), (('them',), 243), (('one',), 228), (('back',), 176), (('not',), 170), (('two',), 149), (('new',), 137), (('being',), 137), (('find',), 136)]"
1987,373,"[(('into',), 376), (('after',), 314), (('one',), 226), (('them',), 225), (('not',), 200), (('back',), 181), (('two',), 155), (('find',), 152), (('all',), 143), (('before',), 142)]"
1988,398,"[(('into',), 369), (('after',), 346), (('them',), 239), (('one',), 200), (('not',), 195), (('back',), 191), (('two',), 185), (('new',), 181), (('find',), 166), (('all',), 162)]"
1989,384,"[(('after',), 387), (('into',), 355), (('one',), 215), (('not',), 203), (('back',), 198), (('them',), 192), (('two',), 182), (('new',), 178), (('before',), 146), (('been',), 137)]"
1990,383,"[(('into',), 430), (('after',), 395), (('not',), 259), (('one',), 248), (('them',), 231), (('two',), 202), (('back',), 189), (('new',), 187), (('all',), 185), (('been',), 181)]"
1991,382,"[(('after',), 388), (('into',), 332), (('one',), 228), (('not',), 213), (('them',), 182), (('back',), 181), (('new',), 180), (('two',), 174), (('get',), 140), (('been',), 139)]"
1992,379,"[(('after',), 411), (('into',), 357), (('one',), 232), (('not',), 230), (('them',), 223), (('two',), 201), (('back',), 196), (('new',), 175), (('all',), 154), (('off',), 152)]"
1993,397,"[(('after',), 475), (('into',), 387), (('one',), 290), (('them',), 271), (('not',), 252), (('back',), 247), (('two',), 207), (('this',), 186), (('been',), 185), (('all',), 180)]"
1994,459,"[(('after',), 469), (('into',), 454), (('not',), 317), (('one',), 317), (('them',), 282), (('new',), 261), (('two',), 238), (('all',), 217), (('back',), 212), (('find',), 212)]"
1995,458,"[(('after',), 494), (('into',), 440), (('not',), 302), (('one',), 288), (('them',), 285), (('two',), 231), (('this',), 214), (('back',), 214), (('new',), 199), (('before',), 199)]"
1996,490,"[(('after',), 502), (('into',), 485), (('one',), 355), (('not',), 353), (('them',), 328), (('all',), 227), (('back',), 226), (('two',), 224), (('this',), 222), (('new',), 211)]"
1997,507,"[(('after',), 587), (('into',), 454), (('not',), 338), (('one',), 322), (('them',), 313), (('two',), 254), (('back',), 251), (('all',), 203), (('this',), 202), (('new',), 197)]"
1998,551,"[(('after',), 645), (('into',), 554), (('them',), 408), (('not',), 353), (('one',), 351), (('back',), 313), (('all',), 271), (('find',), 253), (('new',), 251), (('two',), 248)]"
1999,562,"[(('after',), 574), (('into',), 434), (('not',), 353), (('one',), 346), (('them',), 294), (('two',), 278), (('back',), 259), (('all',), 241), (('new',), 241), (('this',), 234)]"
2000,583,"[(('after',), 589), (('into',), 489), (('not',), 422), (('one',), 362), (('them',), 360), (('this',), 305), (('all',), 302), (('new',), 278), (('two',), 274), (('get',), 267)]"
2001,601,"[(('after',), 646), (('into',), 577), (('not',), 422), (('one',), 381), (('them',), 377), (('two',), 297), (('all',), 295), (('back',), 277), (('this',), 273), (('find',), 269)]"
2002,658,"[(('after',), 713), (('into',), 614), (('one',), 481), (('not',), 457), (('them',), 370), (('two',), 316), (('this',), 312), (('new',), 307), (('back',), 300), (('been',), 283)]"
2003,677,"[(('after',), 707), (('into',), 627), (('them',), 475), (('not',), 445), (('one',), 433), (('two',), 344), (('back',), 340), (('all',), 318), (('this',), 307), (('new',), 295)]"
2004,766,"[(('after',), 704), (('into',), 594), (('not',), 483), (('them',), 418), (('one',), 414), (('back',), 356), (('all',), 342), (('been',), 299), (('before',), 294), (('two',), 292)]"
2005,897,"[(('after',), 864), (('into',), 783), (('not',), 541), (('one',), 540), (('them',), 524), (('back',), 428), (('this',), 402), (('all',), 400), (('new',), 366), (('two',), 364)]"
2006,1121,"[(('after',), 1007), (('into',), 914), (('not',), 643), (('one',), 629), (('them',), 570), (('two',), 501), (('all',), 491), (('back',), 490), (('this',), 449), (('new',), 426)]"
2007,1063,"[(('after',), 1035), (('into',), 961), (('not',), 704), (('one',), 646), (('them',), 560), (('back',), 500), (('two',), 457), (('this',), 449), (('all',), 435), (('new',), 429)]"
2008,1007,"[(('after',), 1017), (('into',), 850), (('not',), 640), (('one',), 624), (('them',), 606), (('back',), 519), (('two',), 451), (('new',), 447), (('before',), 420), (('find',), 412)]"
2009,913,"[(('after',), 982), (('into',), 896), (('them',), 659), (('not',), 616), (('one',), 575), (('back',), 553), (('two',), 410), (('find',), 402), (('get',), 393), (('before',), 386)]"
2010,709,"[(('after',), 863), (('into',), 656), (('not',), 493), (('them',), 492), (('one',), 404), (('back',), 385), (('two',), 342), (('find',), 339), (('get',), 329), (('all',), 322)]"
2011,569,"[(('after',), 717), (('into',), 564), (('not',), 433), (('them',), 416), (('one',), 350), (('back',), 345), (('two',), 284), (('find',), 281), (('before',), 281), (('new',), 262)]"
2012,389,"[(('into',), 365), (('after',), 360), (('them',), 279), (('not',), 234), (('one',), 226), (('back',), 178), (('before',), 178), (('find',), 166), (('get',), 163), (('two',), 158)]"
2013,96,"[(('only',), 17), (('film',), 15), (('new',), 11), (('into',), 11), (('story',), 10), (('two',), 9), (('battle',), 8), (('one',), 8), (('after',), 8), (('world',), 8)]"
2014,4,"[(('noah',), 3), (('into',), 2), (('subject',), 1), (('divine',), 1), (('visions',), 1), (('foretelling',), 1), (('end',), 1), (('attempts',), 1), (('tell',), 1), (('people',), 1)]"
2015,2,[]
2016,2,[]
