Movie release date,Number of movies,top 10 3grams
1939,301,"[(('new', 'york', 'city'), 4), (('walking', 'down', 'street'), 3), (('world', 'war', 'i'), 3), (('been', 'having', 'affair'), 3), (('american', 'civil', 'war'), 2), (('no', 'one', 'knows'), 2), (('emmy', 'hank', 'team'), 2), (('british', 'secret', 'service'), 2), (('help', 'fight', 'against'), 2), (('taking', 'unexpected', 'turn'), 2)]"
1940,291,"[(('duc', 'de', 'praslin'), 4), (('dead', 'end', 'kids'), 4), (('sees', 'newspaper', 'announcement'), 2), (('van', 'meer', 'being'), 2), (('mima', 'really', 'loves'), 2), (('offers', 'them', 'reward'), 2), (('new', 'de', 'winter'), 2), (('de', 'winter', 'rushes'), 2), (('second', 'de', 'winter'), 2), (('trial', 'even', 'though'), 2)]"
1941,313,"[(('new', 'york', 'city'), 5), (('patsy', 'miss', 'prottle'), 5), (('world', 'war', 'i'), 4), (('glenn', 'miller', 'orchestra'), 4), (('sugar', 'bowl', 'ski'), 3), (('one', 'step', 'ahead'), 2), (('sir', 'john', 'talbot'), 2), (('assistants', 'blackie', 'heathcliffe'), 2), (('returning', 'new', 'york'), 2), (('learns', 'bob', 'been'), 2)]"
1942,336,"[(('new', 'york', 'city'), 9), (('during', 'world', 'war'), 7), (('professor', 'scarecrow', 'blackbird'), 6), (('east', 'side', 'kids'), 6), (('world', 'war', 'ii'), 5), (('royal', 'air', 'force'), 5), (('into', 'world', 'war'), 3), (('tom', 'chases', 'jerry'), 3), (('tom', 'throws', 'ball'), 3), (('asks', 'if', 'stay'), 2)]"
1943,301,"[(('during', 'world', 'war'), 8), (('world', 'war', 'ii'), 6), (('first', 'two', 'pigs'), 3), (('chinese', 'guerrillas', 'fighting'), 2), (('holmes', 'movies', 'isbn'), 2), (('into', 'united', 'states'), 2), (('money', 'intended', 'finance'), 2), (('behind', 'enemy', 'lines'), 2), (('during', 'air', 'raid'), 2), (('copy', 'mein', 'kampf'), 2)]"
1944,275,"[(('van', 'der', 'lyn'), 9), (('yap', 'yap', 'yap'), 8), (('during', 'world', 'war'), 7), (('sir', 'frederick', 'lady'), 5), (('frederick', 'lady', 'jane'), 5), (('world', 'war', 'ii'), 4), (('new', 'york', 'city'), 3), (('two', 'plainclothes', 'men'), 3), (('holmes', 'movies', 'isbn'), 3), (('red', 'riding', 'hood'), 3)]"
1945,259,"[(('during', 'world', 'war'), 10), (('world', 'war', 'ii'), 7), (('new', 'york', 'city'), 3), (('old', 'orchard', 'road'), 3), (('mammy', 'two', 'shoes'), 3), (('little', 'yellow', 'duck'), 3), (('end', 'world', 'war'), 2), (('film', 'flashes', 'back'), 2), (('manager', 'chases', 'bugs'), 2), (('tricking', 'into', 'thinking'), 2)]"
1946,243,"[(('world', 'war', 'ii'), 5), (('after', 'world', 'war'), 5), (('new', 'york', 'city'), 5), (('start', 'new', 'life'), 3), (('world', 'war', 'i'), 3), (('porky', 'chases', 'daffy'), 3), (('takes', 'all', 'money'), 3), (('over', 'over', 'over'), 3), (('takes', 'strong', 'dislike'), 2), (('gets', 'choked', 'leash'), 2)]"
1947,234,"[(('new', 'york', 'city'), 6), (('during', 'world', 'war'), 4), (('scat', 'hot', 'lips'), 3), (('bruce', 'almsbury', 'return'), 3), (('meets', 'old', 'friend'), 2), (('back', 'forth', 'tom'), 2), (('film', 'story', 'two'), 2), (('becomes', 'more', 'successful'), 2), (('makes', 'way', 'back'), 2), (('after', 'world', 'war'), 2)]"
1948,253,"[(('world', 'war', 'ii'), 7), (('transforms', 'into', 'wolf'), 3), (('jerry', 'runs', 'back'), 3), (('become', 'better', 'acquainted'), 3), (('shu', 'pan', 'wu'), 3), (('being', 'held', 'against'), 3), (('fox', 'elmer', 'start'), 2), (('happily', 'agrees', 'go'), 2), (('dracula', 'hypnotizes', 'wilbur'), 2), (('into', 'wolf', 'man'), 2)]"
1949,245,"[(('after', 'world', 'war'), 4), (('world', 'war', 'ii'), 3), (('new', 'york', 'city'), 3), (('six', 'hundred', 'miles'), 3), (('hundred', 'miles', 'more'), 3), (('miles', 'more', 'go'), 3), (('during', 'world', 'war'), 3), (('malloy', 'proceeds', 'investigate'), 2), (('into', 'narrator', 'presents'), 2), (('shortly', 'after', 'world'), 2)]"
1950,252,"[(('during', 'world', 'war'), 5), (('tawt', 'i', 'taw'), 3), (('new', 'york', 'city'), 3), (('daffy', 'tries', 'stall'), 2), (('trip', 'around', 'bugs'), 2), (('after', 'takes', 'cannon'), 2), (('takes', 'cannon', 'looks'), 2), (('asking', 'jim', 'if'), 2), (('pistol', 'silver', 'gave'), 2), (('runs', 'off', 'into'), 2)]"
1951,253,"[(('world', 'war', 'ii'), 6), (('during', 'world', 'war'), 6), (('twenty', 'years', 'ago'), 3), (('witch', 'doctor', 'varanu'), 2), (('new', 'york', 'city'), 2), (('into', 'doing', 'dirty'), 2), (('fighting', 'over', 'gets'), 2), (('drippy', 'appears', 'again'), 2), (('drippy', 'appears', 'through'), 2), (('droopy', 'denies', 'having'), 2)]"
1952,250,"[(('tom', 'chases', 'jerry'), 4), (('new', 'york', 'city'), 3), (('world', 'war', 'ii'), 3), (('sam', 'orders', 'bugs'), 3), (('tom', 'chases', 'after'), 3), (('suddenly', 'spots', 'attractive'), 3), (('spots', 'attractive', 'female'), 3), (('falls', 'head', 'over'), 3), (('head', 'over', 'heels'), 3), (('over', 'heels', 'love'), 3)]"
1953,273,"[(('during', 'world', 'war'), 5), (('wild', 'bill', 'hickok'), 3), (('world', 'war', 'ii'), 3), (('turns', 'into', 'paul'), 3), (('new', 'york', 'city'), 2), (('donna', 'reed', 'plays'), 2), (('bugs', 'disguises', 'himself'), 2), (('crime', 'did', 'not'), 2), (('making', 'look', 'like'), 2), (('spare', 'life', 'if'), 2)]"
1954,210,"[(('south', 'korean', 'pilots'), 4), (('new', 'york', 'city'), 3), (('using', 'van', 'dyke'), 3), (('give', 'me', 'your'), 2), (('me', 'your', 'right'), 2), (('evan', 'adams', 'iii'), 2), (('aboard', 'aircraft', 'carrier'), 2), (('aircraft', 'carrier', 'uss'), 2), (('use', 'too', 'much'), 2), (('dino', 'di', 'cessi'), 2)]"
1955,236,"[(('de', 'la', 'marck'), 4), (('because', 'did', 'not'), 3), (('new', 'york', 'city'), 3), (('road', 'runner', 'taunts'), 3), (('loads', 'himself', 'into'), 3), (('begins', 'fall', 'love'), 3), (('world', 'war', 'ii'), 3), (('jim', 'dear', 'darling'), 3), (('save', 'soul', 'mission'), 3), (('ralph', 'next', 'attempts'), 3)]"
1956,249,"[(('going', 'over', 'falls'), 3), (('tawt', 'i', 'taw'), 3), (('i', 'taw', 'puddy'), 3), (('world', 'war', 'ii'), 3), (('lt', 'col', 'black'), 3), (('over', 'falls', 'woody'), 2), (('during', 'world', 'war'), 2), (('its', 'owner', 'wile'), 2), (('tries', 'force', 'himself'), 2), (('there', 'only', 'one'), 2)]"
1957,254,"[(('new', 'york', 'city'), 4), (('after', 'world', 'war'), 3), (('becomes', 'romantically', 'involved'), 2), (('no', 'one', 'else'), 2), (('world', 'war', 'i'), 2), (('order', 'fire', 'own'), 2), (('way', 'meet', 'former'), 2), (('why', 'did', 'not'), 2), (('road', 'runner', 'pulls'), 2), (('story', 'takes', 'place'), 2)]"
1958,212,"[(('during', 'world', 'war'), 3), (('himself', 'face', 'face'), 3), (('head', 'body', 'gideon'), 2), (('bugs', 'runs', 'back'), 2), (('baby', 'crawls', 'into'), 2), (('those', 'not', 'marry'), 2), (('not', 'marry', 'usually'), 2), (('enjoys', 'spending', 'time'), 2), (('tom', 'catches', 'jerry'), 2), (('former', 'confederate', 'soldier'), 2)]"
1959,193,"[(('new', 'york', 'city'), 5), (('world', 'war', 'ii'), 3), (('commanding', 'officer', 'sea'), 2), (('following', 'world', 'war'), 2), (('oil', 'refinery', 'san'), 2), (('spends', 'most', 'time'), 2), (('begs', 'michael', 'not'), 2), (('back', 'united', 'states'), 2), (('after', 'some', 'time'), 2), (('end', 'world', 'war'), 2)]"
1960,146,"[(('into', 'another', 'apartment'), 3), (('new', 'york', 'city'), 3), (('make', 'way', 'back'), 2), (('boat', 'trip', 'during'), 2), (('laurie', 'under', 'steel'), 2), (('under', 'steel', 'beam'), 2), (('boiler', 'room', 'now'), 2), (('enough', 'money', 'buy'), 2), (('uses', 'time', 'machine'), 2), (('struggling', 'stay', 'airborne'), 2)]"
1961,158,"[(('new', 'york', 'city'), 5), (('road', 'road', 'runner'), 3), (('larry', 'wally', 'abby'), 2), (('get', 'into', 'fight'), 2), (('dad', 'mom', 'went'), 2), (('everyone', 'lives', 'happily'), 2), (('lives', 'happily', 'ever'), 2), (('runs', 'back', 'into'), 2), (('mary', 'ann', 'walks'), 2), (('rival', 'gang', 'members'), 2)]"
1962,166,"[(('look', 'look', 'look'), 5), (('jaune', 'tom', 'robespierre'), 4), (('take', 'one', 'more'), 3), (('new', 'york', 'city'), 3), (('sam', 'grabs', 'ralph'), 3), (('grabs', 'ralph', 'neck'), 3), (('training', 'not', 'go'), 2), (('returns', 'home', 'find'), 2), (('just', 'make', 'sure'), 2), (('platoon', 'sergeant', 'kolowicz'), 2)]"
1963,149,"[(('during', 'world', 'war'), 4), (('world', 'war', 'ii'), 3), (('wile', 'coyote', 'tries'), 3), (('continues', 'getting', 'more'), 2), (('conveyor', 'sylvester', 'gets'), 2), (('spend', 'more', 'time'), 2), (('reveals', 'true', 'identity'), 2), (('gestapo', 'agent', 'kuhn'), 2), (('farr', 'vice', 'wing'), 2), (('them', 'santa', 'rosita'), 2)]"
1964,159,"[(('prince', 'don', 'jose'), 4), (('dawes', 'tomes', 'mousley'), 2), (('tomes', 'mousley', 'grubbs'), 2), (('mousley', 'grubbs', 'fidelity'), 2), (('grubbs', 'fidelity', 'fiduciary'), 2), (('trying', 'kill', 'accidentally'), 2), (('charlie', 'lee', 'enter'), 2), (('girl', 'off', 'duchess'), 2), (('come', 'back', 'factory'), 2), (('back', 'factory', 'make'), 2)]"
1965,179,"[(('samuel', 'beckett', 'p'), 8), (('matt', 'sir', 'humphrey'), 6), (('major', 'von', 'klemment'), 5), (('damned', 'life', 'samuel'), 5), (('life', 'samuel', 'beckett'), 5), (('collected', 'shorter', 'plays'), 5), (('shorter', 'plays', 'samuel'), 5), (('plays', 'samuel', 'beckett'), 5), (('sir', 'humphrey', 'back'), 3), (('during', 'american', 'civil'), 2)]"
1966,182,"[(('world', 'war', 'ii'), 3), (('chasing', 'spider', 'pierre'), 3), (('holman', 'informs', 'captain'), 2), (('united', 'states', 'air'), 2), (('states', 'air', 'force'), 2), (('spider', 'pierre', 'pierre'), 2), (('betty', 'into', 'vampire'), 2), (('goes', 'back', 'park'), 2), (('madame', 'raine', 'de'), 2), (('gunnery', 'sergeant', 'wartell'), 2)]"
1967,188,"[(('new', 'york', 'city'), 6), (('fabulous', 'face', 'spa'), 3), (('battle', 'between', 'government'), 2), (('german', 'field', 'marshal'), 2), (('takes', 'romantic', 'interest'), 2), (('four', 'sailors', 'beat'), 2), (('save', 'lives', 'people'), 2), (('begins', 'climb', 'after'), 2), (('makes', 'one', 'last'), 2), (('king', 'kong', 'beats'), 2)]"
1968,198,"[(('new', 'york', 'city'), 6), (('lonely', 'hearts', 'club'), 4), (('chief', 'blue', 'meanie'), 3), (('flower', 'power', 'hippie'), 2), (('slowly', 'nursed', 'back'), 2), (('nursed', 'back', 'health'), 2), (('though', 'not', 'before'), 2), (('following', 'world', 'war'), 2), (('making', 'way', 'back'), 2), (('million', 'dollars', 'stolen'), 2)]"
1969,184,"[(('new', 'york', 'city'), 5), (('la', 'boeuf', 'mattie'), 4), (('mystery', 'science', 'theater'), 3), (('internet', 'movie', 'retrieved'), 3), (('set', 'film', 'follows'), 3), (('world', 'war', 'ii'), 3), (('democratic', 'national', 'convention'), 3), (('new', 'york', 'visit'), 2), (('upon', 'arrival', 'new'), 2), (('after', 'two', 'years'), 2)]"
1970,203,"[(('new', 'york', 'city'), 6), (('old', 'lodge', 'skins'), 4), (('during', 'world', 'war'), 3), (('world', 'war', 'ii'), 3), (('two', 'decide', 'go'), 2), (('no', 'longer', 'abide'), 2), (('army', 'air', 'forces'), 2), (('stokes', 'roger', 'collins'), 2), (('allowed', 'into', 'stable'), 2), (('young', 'united', 'states'), 2)]"
1971,213,"[(('new', 'york', 'city'), 7), (('not', 'being', 'real'), 2), (('dismisses', 'grandpa', 'joe'), 2), (('over', 'much', 'more'), 2), (('soul', 'satan', 'order'), 2), (('safe', 'deposit', 'boxes'), 2), (('las', 'vegas', 'mobster'), 2), (('candy', 'man', 'sarge'), 2), (('president', 'richard', 'nixon'), 2), (('two', 'years', 'later'), 2)]"
1972,225,"[(('shi', 'lu', 'junyi'), 3), (('peace', 'symbol', 'necklace'), 3), (('mary', 'little', 'cloud'), 3), (('evil', 'roy', 'slade'), 2), (('discovers', 'family', 'bible'), 2), (('says', 'no', 'longer'), 2), (('lu', 'junyi', 'shi'), 2), (('temperamental', 'brother', 'lawrence'), 2), (('safe', 'deposit', 'box'), 2), (('rabbits', 'make', 'way'), 2)]"
1973,218,"[(('new', 'york', 'city'), 6), (('no', 'one', 'ever'), 3), (('old', 'fort', 'sumner'), 3), (('man', 'white', 'suit'), 3), (('three', 'days', 'after'), 2), (('final', 'story', 'involves'), 2), (('van', 'helsing', 'holmwood'), 2), (('black', 'compound', 'eyes'), 2), (('pacing', 'back', 'forth'), 2), (('luther', 'defends', 'himself'), 2)]"
1974,247,"[(('new', 'york', 'city'), 6), (('despite', 'not', 'knowing'), 2), (('property', 'next', 'door'), 2), (('salt', 'lake', 'city'), 2), (('salt', 'lake', 'tower'), 2), (('there', 'no', 'one'), 2), (('world', 'war', 'ii'), 2), (('original', 'flash', 'gordon'), 2), (('frightened', 'not', 'hurt'), 2), (('off', 'into', 'own'), 2)]"
