ID,DATE,PERSON,LOCATION,NUMBER,TIME,ORGANIZATION,MISC,DURATION,SET,ORDINAL,MONEY,PERCENT
74912,"['December', ',', '1938', 'December', '23', 'march']","['Andy', 'Hardy', 'Andy', 'Polly', 'Benedict', 'Polly', 'Andy', 'Andy', 'Judge', 'Hardy', 'Andy', 'Andy', 'Judge', 'Hardy', 'Andy', 'Judge', 'Hardy', 'Betsy', 'Booth', 'Betsy', 'Andy', 'Hardy', 'Betsy', 'Judge', 'Hardy', 'Emily', 'Emily', 'Andy', 'Hardy', 'Betsy', 'Andy', 'Beezy', 'Andy', 'Andy', 'Cynthia', 'Beezy', 'Beezy', 'Beezy', 'Andy', 'Andy', 'Andy', 'Cynthia', 'Cynthia', 'Andy', 'Betsy', 'Booth-only', 'Cynthia', 'Betsy', 'Andy', 'Andy', 'Polly', 'Beezy', 'Beezy', 'Andy', 'Cynthia', 'Betsy', 'Andy', 'Judge', 'Hardy', 'Andy', 'Judge', 'Hardy', 'Emily', 'Andy', 'Judge', 'Hardy', 'James', 'McMann', 'Jr', 'Mrs.', 'Hardy', 'Judge', 'Hardy', 'James', 'Andy', 'Betsy', 'Cynthia', 'Andy', 'Cynthia', 'Andy', 'Andy', 'Polly', 'Andy', 'Andy', 'Betsy', 'Polly', 'Betsy', 'Andy', 'Betsy', 'Andy', 'Polly', 'Betsy', 'Booth', 'Hardy', 'Mrs.', 'Hardy', 'Betsy', 'Polly', 'Polly', 'Hardy', 'Polly', 'Betsy', 'Andy', 'Polly', 'Andy']",['Carvel'],"['weeks', 'One']","['the', 'evening', 'evening', 'morning', 'evening', 'evening', 'evening', 'evening']","['Betsy', 'Booth']","['Christmas', 'Eve', 'Christmas', 'Eve', 'Christmas', 'Christmas', 'Christmas', 'Eve', 'Christmas', 'Eve', 'Christmas', 'Eve', 'Christmas']","['the', 'next', 'three', 'a', 'week', '12', 'year-old', 'Day']",,,"['$', '12', '$', '8', '$', '8', 'plus', '50', 'cents', '$', '8']",
26728732,,"['Michael', 'Cardiff']",,['one'],,['Cardiff'],,,,,,
8289010,,,,['one'],,,,,,,,
902894,,"['Ellen', 'Bruce', 'Scotty', 'Shelly', 'Bruce', 'Ellen', 'Ellen', 'Bruce', 'Bruce', 'Ellen', 'Bruce', 'Bruce', 'Ellen', 'Bruce', 'Scotty', 'Bruce', 'Shelly', 'Scotty', 'Ellen', 'Scotty', 'Ellen', 'Bruce', 'Shelly', 'Bruce', 'Ellen', 'Ellen', 'Ellen', 'Bruce', 'Ellen', 'Bruce', 'Bruce', 'Scotty', 'Ellen', 'Scotty', 'Bruce', 'Ellen', 'Bruce', 'Ellen', 'Bruce', 'Bruce', 'Bruce', 'Ellen', 'Ellen', 'Bruce', 'Ellen', 'Ellen']",,"['Two', 'four']",,['Indians'],,,,,,
4329971,['once'],"['Myra', 'Deauville', 'Roy', 'Cronin', 'Myra', 'Myra', 'gains', 'Roy', 'Myra', 'Roy', 'Mrs.', 'Hobley', 'Myra', 'Kitty', 'Myra', 'Myra', 'Roy', 'Roy', 'brings', 'Myra', 'Mary', 'Janet', 'Myra', 'Mary', 'Mary', 'Myra', 'Roy', 'Myra', 'Roy', 'Myra', 'Mrs.', 'Hobley', 'Myra', 'Roy', 'Myra', 'Roy', 'Myra', 'Myra']","['London', 'American', 'Waterloo', 'Bridge', 'London', 'France', 'Roy', 'Waterloo', 'Bridge']",,"['morning', 'night', 'morning']","['Canadian', 'Army']","['World', 'War', 'American']",,,,,
45481,"['2022', '2015', 'to', '2019', 'the', 'days', 'once', 'now']","['Robert', 'Thorn', 'Solomon', 'Roth', 'William', 'R.', 'Simonson', 'Thorn', 'Shirl', 'Simonson', 'Shirl', 'Simonson', 'Roth', 'Simonson', 'Thorn', 'Simonson', 'Thorn', 'Martha', 'Roth', 'Shirl', 'Simonson', 'Simonson', 'Simonson', 'Joseph', 'Santini', 'Simonson', 'Thorn', 'Simonson', 'Thorn', 'Thorn', 'Roth', 'Roth', 'Thorn', 'Roth', 'Thorn', 'Thorn', 'Shirl', 'Hatcher', 'Thorn', 'Thorn', 'Hatcher']","['New', 'York', 'City', 'Soylent', 'Green']","['40', 'million']",,"['Soylent', 'Corporation', 'Soylent', 'Green', 'New', 'York', 'City', 'Police', 'Department', 'Soylent', 'Corporation', 'Catholic', 'Soylent', 'Corporation', 'Soylent', 'Green', 'Soylent', 'Soylent', 'Green']",,,,['first'],,
2061037,"['the', 'fall']","['Joe', 'Sullivan', 'Pat', 'Joe', 'Pat', 'Rick', 'Coyle', 'Joe', 'Joe', 'Rick', 'Rick', 'Joe', 'Pat', 'Joe', 'Ann', 'Marsha', 'Hunt', 'Joe', 'Ann', 'Joe', 'Ann', 'Joe', 'Pat', 'Pat', 'Rick', 'Ann', 'Rick', 'Joe', 'Pat', 'Joe', 'Ann', 'Pat', 'Joe', 'Pat', 'Joe', 'Joe', 'Ann', 'Joe', 'Ann', 'Rick', 'Joe', 'Rick', 'Joe', 'Rick', 'Joe', 'Rick', 'Joe', 'Joe', 'Rick', 'Joe', 'Rick', 'Joe', 'Anne', 'Pat']",['Ann'],,,,,,,,"['$', '50,000']",
19411089,,"['Porky', 'Spike']",,"['one', '|', '|']",,"['Alfalfa', 'NY', 'Times']",,,,,,
5153086,['now'],"['Thomas', 'Knowlton', 'T.', 'J.', 'Toler', 'Toler', 'Knowlton', 'Walters', 'Joan', 'Standish', 'Joan', 'Toler', 'Toler', 'Toler', 'Joan', 'Herbert', 'Standish', 'Joan', 'Joan', 'Toler', 'Toler', 'Toler', 'Toler', 'Joan', 'Toler', 'Joan', 'Joan', 'Toler', 'Toler', 'Toler', 'Toler', 'Toler']",['Adriatic'],"['one', 'Eight']",,"['United', 'States', 'Navy', 'Knowlton', 'Knowlton', 'Knowlton', 'Knowlton', 'Knowlton', 'Navy', 'Knowlton', 'Knowlton', 'Knowlton']","['AL-14', 'German', 'Germans', 'German', 'AL-14']",,,['second'],,
7144866,,"['Myron', 'Betty', 'Boop', 'Betty']",,,,,,,,,,
10299365,,"['Irene', 'Bordoni', 'Vivienne', 'Rolland', 'Andrew', 'Sabbot', 'Andrew', 'Cora', 'Jack', 'Buchanan', 'Guy', 'Pennell', 'Vivienne']","['Parisian', 'Massachusetts']",,,,,,,,,
2285254,,"['Lily', 'Powers', 'Friedrich', 'Nietzsche', 'Lily', 'Chico', 'Lily', 'Lily', 'Lily', 'Jimmy', 'McCoy', 'Jr.', 'Brody', 'Ned', 'Stevens', 'Donald', 'Cook', 'Ann', 'Carter', 'J.R.', 'Carter', 'Ann', 'Ned', 'Chico', 'Ned', 'Courtland', 'Trenholm', 'Courtland', 'Courtland', 'Lily', 'Lily', 'Courtland', 'Courtland']","['Erie', 'Pennsylvania', 'New', 'York', 'City', 'Gotham', 'Trust', 'St.', 'Louis', 'Blues', 'Paris', 'Paris', 'Europe']","['14', 'two']",,"['Gotham', 'Trust', 'J.R.', 'J.R.', 'Lily']","['African', 'American']",,,"['second', 'First', 'first']","['$', '15,000']",
5135802,,"['Clara', 'Wood', 'Miss', 'Hattie', 'Clara', 'Judd', 'Clara', 'Judd', 'Judd', 'Faye', 'Roy', 'William', 'Finley', 'Angie', 'Angie', 'Faye', 'Roy', 'Harvey', 'Wood', 'Libby', 'Harvey', 'Roy', 'Judd', 'Angie', 'Faye', 'Judd', 'Angie', 'Judd', 'Faye', 'Martin', 'Harvey', 'Libby', 'Miss', 'Hattie', 'Harvey', 'Libby', 'Angie', 'Judd', 'Martin', 'Libby', 'Martin', 'Lynette', 'Judd', 'Angie', 'Judd', 'Lynette', 'Judd', 'Libby', 'Judd', 'Angie', 'Faye', 'Judd', 'Faye', 'Libby', 'Angie', 'Judd', 'Faye', 'Angie', 'Faye', 'Judd']","['Clara', 'Clara']",,,['Libby'],['Nile'],,,,,
6736424,,"['Ted', 'Healy', 'Healy']",,,,,,"['the', 'Happy', 'Hour']",,,,
14888486,"['the', 'day']","['Ambrose', 'Wolfinger', 'Malloy', 'Malloy', 'Ambrose', 'Leona', 'Hope', 'Claude', 'Cordelia', 'Ambrose', 'Ambrose', 'Ambrose', 'Malloy', 'Cordelia', 'Malloy', 'Ambrose', 'Ambrose', 'Mr.', 'Peabody', 'Ambrose', 'Ambrose', 'Cordelia', 'Leona', 'Cordelia', 'Ambrose', 'Ambrose', 'Claude', 'Ambrose', 'Malloy', 'Ambrose', 'Wolfinger', 'Ambrose', 'Ambrose', 'Leona', 'Ambrose', 'Claude', 'Ambrose', 'Leona', 'Claude', 'Cordelia']",['Wabash'],"['two', 'one', 'one', 'weeks']","['night', 'the', 'afternoon']","['Peabody', 'Peabody']",,"['The', 'next', 'day', 'day', 'day', 'four']",,,,
6169073,,"['Otto', 'Phocus', 'Phocus', 'Spanky', 'Phocus', 'Spanky', 'Phocus', 'Phocus']",,['one'],,['Spanky'],"['Hey', 'Pop']",,,,,
315035,"['summer', 'in', '1935', 'now', 'the', 'summer', 'March', 'autumn', 'the', '1970s', 'now', 'now']","['Niles', 'Holland', 'Perry', 'Niles', 'Niles', 'Albert', 'Perry', 'Holland', 'Holland', 'Russell', 'Grandmother', 'Ada', 'Niles', 'Russell', 'Mrs.', 'Rowe', 'Russell', 'Niles', 'Niles', 'Niles', 'Mrs.', 'Rowe', 'Niles', 'Niles', 'Mrs.', 'Rowe', 'Niles', 'Niles', 'Niles', 'Niles', 'Niles', 'Niles', 'Holland', 'Niles', 'Torrie', 'Lindbergh', 'Niles', 'Niles', 'Niles', 'Niles', 'Niles', 'Mr.', 'Angelini', 'Niles', 'Niles', 'Niles', 'Niles', 'Holland', 'Winnie', 'Niles', 'Niles']","['Holland', 'Russian', 'Holland', 'Holland', 'Holland', 'Holland', 'Holland', 'Holland', 'Holland', 'Holland']","['one', 'one']",['night'],"['Holland', 'Ada', 'Ada', 'Holland', 'Ada', 'Holland', 'Ada', 'Ada', 'Ada', 'Ada', 'CBS']",['Better'],['Day'],,,,
6059070,,"['Stan', 'Ollie']","['Pottsville', 'Pennsylvania']",,,,,,,,,
8119585,"['the', 'summer', 'Now', 'now']","['Norah', 'Benson', 'Joel', 'Delaney', 'Norah', 'Dr.', 'Erika', 'Lorenz', 'Joel', 'Sherry', 'Joel', 'Norah', 'Norah', 'Joel', 'Joel', 'Carrie', 'Peter', 'Norah', 'Mr.', 'P', 'rez', 'Ted', 'Joel', 'Joel', 'Joel', 'Joel', 'Dr.', 'Lorenz', 'Erika', 'Joel', 'Joel', 'Sherry', 'Joel', 'Sherry', 'Norah', 'Norah', 'Sherry', 'Veronica', 'Joel', 'Sherry', 'Sherry', 'Norah', 'Sherry', 'Brady', 'Joel', 'Joel', 'Norah', 'Veronica', 'Veronica', 'Don', 'Pedro', 'Santer', 'Joel', 'Joel', 'Tonio', 'Tonio', 'Joel', 'Mrs.', 'P', 'Norah', 'Tonio', 'Don', 'Pedro', 'Joel', 'Joel', 'Erika', 'Erika', 'Joel', 'Erika', 'Joel', 'Erika', 'Joel', 'Joel', 'Carrie', 'Benson', 'Norah', 'Joel', 'Joel']","['Manhattan', 'Tangiers', 'Spanish', 'Harlem', 'Bellevue', 'Hospital', 'Bellevue', 'EEast', 'Village', 'Spanish', 'Puerto', 'Rican', 'Spanish', 'Harlem', 'Spanish', 'Harlem']","['one', 'three', 'one', 'three', 'one']",,"['Norah', 'Tonio', 'P', 'rez', 'Tonio', 'P', 'Norah', 'Tonio', 'Norah']","['Puerto', 'Rican', 'Norah', 'Hispanic', 'Norah', 'Spanish-speaking', 'Norah', 'Norah']","['Two', 'days', 'The', 'next', 'day']",['daily'],,,
27421749,"['Minutes', 'later', 'several', 'years', 'ago', 'minutes', 'later']","['Mark', 'Higbie', 'Higbie', 'Higbie', 'Lieutenant', 'Conti', 'Valerie', 'Steffan', 'Conti', 'Lockwood', 'Leigh', 'Laura', 'Leigh', 'Higbie', 'Higbie', 'Leigh', 'Laura', 'Higbie', 'Higbie', 'Laura', 'Leigh', 'Laura', 'Leigh', 'Higbie', 'Laura', 'Laura', 'Valerie', 'Leigh', 'Valerie', 'Laura', 'Valerie', 'Leigh', 'Olga', 'Valerie', 'Leigh', 'Leigh', 'Valerie', 'Leigh', 'Valerie', 'Leigh', 'Olga', 'Laura', 'Laura', 'Laura', 'Valerie', 'Leigh', 'Olga', 'Valerie', 'Olga', 'Higbie', 'Leigh', 'Valerie', 'Higbie', 'Leigh', 'Higbie', 'Valerie']","['Los', 'Angeles', 'German', 'Lockwoods', 'Valerie']","['years', 'one', 'one', 'one', 'one', 'one', 'one', 'two', 'one']",,,"['Indian', 'Indian']","['the', 'past', 'four']",,,,
35250270,,"['Oswald', 'Oswald', 'Oswald', 'Oswald', 'Oswald', 'Oswald', 'Oswald', 'Oswald']",,,,,,"['a', 'few', 'minutes', 'several', 'minutes']",,,,
18939796,['Once'],"['Dickie', 'Dorothy', 'George', 'George', 'George', 'George', 'George', 'Uncle', 'George', 'Dorothy', 'George', 'George', 'George', 'Bumbo', 'Dickie', 'George', 'George', 'George']","['Borneo', 'Borneo', 'Borneo', 'Borneo']","['!!!', 'three']",,,"['Wild', 'Man', 'Wild', 'Man', 'Wild', 'Man', 'Rascals', 'Wild', 'Man', 'Wild', 'Man', 'Wild', 'Man', 'Roman', 'Wild', 'Man']",['seven-year-old'],,['2nd'],,
10016997,,"['Hank', 'Horsefly', 'Porky', 'Hank', 'Dobbin', 'Dobbin', 'Hank', 'Dobbin', 'Mr.', 'Viper', 'Hank']",,,,['Snake'],,,,,"['$', '40,000']",
74381,['current'],"['Dr.', 'Bock', 'Dr.', 'Bock', 'Barbara', 'Drummond', 'Dr.', 'Bock', 'Barbara', 'Barbara', 'Drummond', 'Dr.', 'Bock', 'Barbara', 'Drummond', 'Barbara', 'Dr.', 'Bock']","['Manhattan', 'Mexico', 'JFK', 'airport', 'Mexico', 'New', 'York']",['two'],,"['Metropolitan', 'Hospital', 'Center']","['Chief', 'of', 'Medicine']",,,,,
307158,"['Once', 'once', 'now']","['Roxy', 'Robinson', 'Fat', 'Sam', 'Bugsy', 'Malone', 'Sam', 'Fat', 'Sam', 'Dandy', 'Dan', 'Blousey', 'Brown', 'Sam', 'Blousey', 'Fat', 'Sam', 'Dandy', 'Dan', 'Dandy', 'Dan', 'Sam', 'Sam', 'Sam', 'Sam', 'Dandy', 'Dan', 'Sam', 'Sam', 'Tallulah', 'Blousey', 'Tallulah', 'Blousey', 'Blousey', 'Sam', 'Sam', 'Sam', 'Fat', 'Sam', 'Blousey', 'Sam', 'Leroy', 'Smith', 'Bugsy', 'Leroy', 'Cagey', 'Joe', 'Sam', 'Sam', 'Blousey', 'Sam', 'Blousey', 'Leroy', 'Dandy', 'Dan', 'Sam', 'Dandy', 'Dan', 'Razmataz']","['Hollywood', 'Hollywood', 'Hollywood']","['one', 'two']",,"['Dandy', 'Dan', 'Blousey']",,,,,"['$', '200']",
26334230,,,,,,"['Fed', 'FBI', 'FBI']",,,,,,
5674771,,"['Tex', 'Riley', 'Hartley']",['Tucson'],,,"['Cattlemen', ""'s"", 'Association', 'Stony']",,,,,,
3887641,,['Andromeda'],"['US', 'Piedmont', 'New', 'Mexico', 'Nevada']","['two', 'one']",,"['Wildfire', 'Complex']",,"['sixty-two-year-old', 'a', 'couple', 'of', 'days']",,['first'],,
3093642,"['now', 'now', 'once', 'Once', 'once', 'Once', 'once', 'years', 'ago', 'now']","['Wilby', 'Daniels', 'Betty', 'Brian', 'Wilby', 'John', 'Slade', 'Edward', 'Roshak', 'Wilby', 'Daniels', 'Borgia', 'Tim', 'Elwood', 'Katrinka', 'Wilby', 'Borgia', 'Wilby', 'Tim', 'Elwood', 'Wilby', 'Brian', 'Tim', 'Wilby', 'Wilby', 'Katrinka', 'Wilby', 'Betty', 'Tim', 'Wilby', 'Tim', 'Wilby', 'Elwood', 'Tim', 'Wilby', 'John', 'Slade', 'Wilby', 'Katrinka', 'John', 'Slade', 'Katrinka', 'Wilby', 'Elwood', 'Slade', 'Slade', 'Wilby', 'Slade', 'Wilby', 'Wilby', 'Slade', 'Slade', 'Slade', 'Wilby', 'Daniels', 'Wilby', 'Wilby', 'Slade', 'Wilby', 'Tim', 'Brian', 'Wilby', 'John', 'Slade', 'Wilby', 'Tim', 'trick', 'Slade', 'Wilby', 'Slade', 'John', 'Slade', 'Wilby', 'Slade', 'Tim', 'Katrinka', 'Wilby']","['Medfield', 'Roshak']","['two', 'two', 'two']","['time', 'later', 'that', 'night']",['Elwood'],"['Old', 'English', 'Sheepdog']","['a', 'second']",,['first'],,
3645005,['currently'],"['Philippe', 'Douvier', 'Douvier', 'Guy', 'Algo', 'Jacques', 'Clouseau', 'Mr.', 'Chong', 'Douvier', 'Claude', 'Rousseau', 'Rousseau', 'Douvier', 'Charles', 'Dreyfus', 'Rousseau', 'Claude', 'Rousseau', 'Douvier', 'Simone', 'LeGree', 'Simone', 'Douvier', 'Simone', 'Simone', 'Douvier', 'Simone', 'Simone', 'Simone', 'Douvier', 'Simone', 'Simone', 'Julio', 'Scallini', 'Simone', 'Douvier', 'Scallini', 'Simone', 'Scallini', 'Douvier', 'Clouseau', 'Simone']","['New', 'York', 'Chinese', 'Cato', 'Cato', 'Cato', 'New', 'York', 'Hong', 'Kong', 'Cato', 'Paris', 'Hong', 'Kong', 'Hong', 'Kong', 'France']",['two'],"['night', 'evening']","['Clouseau', 'Clouseau', 'Clouseau', 'Douvier', 'Clouseau', 'Dreyfus', 'Dreyfus', 'Clouseau', 'Dreyfus', 'Clouseau', 'Clouseau', 'Clouseau', 'Clouseau', 'Dreyfus', 'Clouseau', 'Dreyfus', 'Clouseau', 'Dreyfus', 'Le', 'Club', 'Phut', 'Clouseau', 'Cato', 'Clouseau', 'Simone', 'Clouseau', 'Clouseau', 'Clouseau', 'Dreyfus', 'Dreyfus', 'Clouseau', 'of', 'Douvier', 'Clouseau', 'Dreyfus', 'Clouseau', 'Clouseau', 'Dreyfus', 'Clouseau', 'Dreyfus', 'Scallini']","['French', 'French']",,,['first'],,
9822793,['recently'],"['Paul', 'Kersey', 'Joanna', 'Paul', 'Joanna', 'Carol', 'Anne', 'Joanna', 'Carol', 'Joanna', 'Paul', 'Jack', 'Toby', 'Joanna', 'Carol', 'Paul', 'Paul', 'Paul', 'Ames', 'Jainchill', 'Paul', 'Paul', 'Paul', 'Paul', 'Paul', 'Paul', 'Ames', 'Paul', 'Paul', 'Ames', 'Paul', 'Thomas', 'Leroy', 'Marston', 'Paul', 'Paul', 'Paul', 'Paul', 'Paul', 'Paul', 'Paul', 'Frank', 'Ochoa', 'Ochoa', 'Paul', 'Ochoa', 'Ochoa', 'Paul', 'Ochoa', 'Paul', 'Paul', 'Paul']","['Hawaii', 'New', 'York', 'City', 'Tucson', 'Arizona', 'Old', 'Tucson', 'Ames', 'Manhattan', 'New', 'York', 'Chicago', 'Union', 'Station']","['Three', '.32', '.38', '36', 'three', 'two', 'two', 'one', 'one', 'two']","['night', 'sundown']","['Smith', '&', 'Wesson', 'Model']","['Western', 'Korean', 'War']","['The', 'next', 'day']",,['third'],"['$', '7']",
1345521,,"['Mordecai', 'Callie', 'Travers', 'Jim', 'Duncan', 'Stacey', 'Bridges', 'Dan', 'Carlin', 'Cole', 'Carlin', 'Sarah', 'Belding', 'Lewis', 'Belding', 'Sheriff', 'Shaw', 'Carlin', 'Duncan', 'Shaw', 'Mordecai', 'Carlin', 'Mordecai', 'Mordecai', 'Duncan', 'Mordecai']","['Lago', 'Lago', 'Lago', 'Lago']","['Three', 'three', 'three', 'three', 'three', 'three', 'one', 'one']","['night', 'the', 'morning']","['Shaw', 'Belding']",,"['The', 'next', 'day', 'day', 'The', 'next', 'day']",,,,
12376020,,"['Kathleen', 'Cody']",,,,,,,,,,
32683495,,"['Ernie', 'Holley', 'Newt', 'Pearl']","['New', 'Orleans']",,['night'],,,,,,,
2038261,,"['Wong', 'Low', 'Get', 'Sun', 'Yat', 'Ming', 'Wong', 'Toya', 'San', 'Wong', 'Harry', 'En', 'Hai', 'Wong']",,['one'],,,,,,,,
8156833,,"['Horace', 'Vendig']",,,,,,,,,,
11517671,,['Elise'],,,,,,,,,,
9280038,['1922'],"['Van', 'Horne', 'Hayworth']","['Central', 'America']",,,,"['Roman', 'Catholic']",,,,,
1966863,,,"['Portland', 'Salem', 'Oregon', 'Salem', 'Salem']","['.1', '.1', '.1', '-1', '.1', 'two', 'one', 'two', 'two', '.1']",,,"['Cigaret', 'Holiness']",,,"['first', 'first']",,
24041290,['once'],"['Diane', 'Greg', 'Halstead', 'Greg', 'Greg', 'Greg', 'Diane', 'Greg', 'Scott', 'Cody', 'Greg', 'Greg', 'Greg', 'Cody', 'Diane', 'Greg', 'Cody', 'Greg', 'Diane']","['Dayton', 'Ohio']","['two', 'one']",,"['CIA', 'FBI', 'NTSB', 'FBI', 'CIA', 'ALPA', 'CIA']",,"['an', 'hour']",,,,
19388949,['spring'],"['Petey', 'Pete', 'Petey', 'Petey', 'Petey', 'Petey']",,,,,,,,,"['five', 'dollars']",
26211475,"['the', '20th', 'century', 'the', 'past', 'Now']","['Joseph', 'E.', 'Howard', 'Lulu', 'Madison', 'Joe', 'Katie', 'John', 'McCullem', 'Joe', 'Katie', 'Katie', 'Joe', 'Lulu', 'Lulu', 'Katie', 'Katie', 'Joe', 'Lulu', 'Lulu', 'Joe', 'Katie', 'Lulu', 'Joe', 'Lulu', 'Joe', 'Katie', 'Joe', 'Fritzi', 'Barrington', 'Fritzi', 'Joe', 'Joe', 'Fritzi', 'Fritzi', 'Martin', 'Webb', 'Joe', 'Katie', 'Fritzi', 'Katie', 'Joe', 'Katie', 'Pat', ""O'Dare"", 'Joe', 'Katie']","['Philadelphia', 'Kassel']",['One'],['evening'],,['Broadway'],,,,,
17828345,,,"['Los', 'Angeles']",['two'],,,,,,['first'],,
17467039,"['Once', 'now']","['Virgil', 'Tibbs', 'Tibbs', 'Tibbs', 'Tibbs', 'Juan', 'Juan', 'Tibbs', 'Tibbs', 'Tibbs', 'Tibbs', 'Tibbs', 'Tibbs']",,"['One', 'two', 'One', 'one', 'One', 'one', 'two']",,,,,,['first'],"['4', 'million', 'dollars', '$', '500,000']",
4265319,"['the', 'near', 'future', 'current', 'once']","['Kate', 'Kate', 'Kate', 'Serena', 'Joy', 'Serena', 'Joy', 'Kate', 'Nick', 'Kate', 'Nick', 'Kate', 'Nick', 'Kate', 'Nick', 'Nick']",['Canada'],['one'],,['Gilead'],"['Old', 'Testament']",,,,,"['99', '%']"
17156061,,"['Kentaro', 'Moto', 'Tchernov', 'Eleanor', 'Joyce', 'Moto', 'Chung', 'Tchernov', 'Chung', 'Chung', 'Tchernov', 'Moto', 'Joyce', 'Moto', 'Chung', 'Moto', 'Chung', 'Genghis', 'Khan', 'Pereira', 'Joyce', 'Tom', 'Nelson', 'Thomas', 'Beck', 'Pereira', 'Pereira', 'Pereira', 'Moto', 'Schneider', 'Moto', 'Schneider', 'Moto', 'Moto', 'Schneider', 'Madame', 'Tchernov', 'Ivan', 'Joyce', 'Herr', 'Koerger', 'Prince', 'Chung', 'Madame', 'Chung', 'Koerger', 'Nelson', 'Moto', 'Chung', 'Moto', 'Koerger', 'Schneider', 'Genghis', 'Khan', 'Madame', 'Tchernov', 'Koerger', 'Joyce', 'Koerger', 'Joyce', 'Nelson', 'Mr.', 'Moto', 'Chung']","['Gobi', 'Desert', 'American']","['seven', 'one', 'one', 'two']","['the', 'night']","['Peiping', 'Chungs', 'Moto', 'Chungs']","['Chinese', 'American']","['the', 'next', 'day']",,,,
11923262,"['once', 'now']","['Bill', 'Pullman', 'Dr.', 'Rex', 'Martin', 'Jim', 'Reston', 'Martin', 'John', 'Halsey', 'Dr.', 'Martin', 'Halsey', 'Martin', 'Halsey', 'Martin', 'Martin']",['Halsey'],,,,,,,,,
