period,Wikipedia_movie_ID,freebase_ID,Movie_runtime,Movie_languages,Movie_countries,IMDB_ID,averageRating,numVotes,Movie_genres_Action_Adventure,Movie_genres_Adventure,Movie_genres_Biographical_film,Movie_genres_Biography,Movie_genres_Black___white,Movie_genres_Comedy,Movie_genres_Comedy_film,Movie_genres_Crime_Fiction,Movie_genres_Cult,Movie_genres_Documentary,Movie_genres_Drama,Movie_genres_Family_Film,Movie_genres_Horror,Movie_genres_LGBT,Movie_genres_Melodrama,Movie_genres_Music,Movie_genres_Musical,Movie_genres_Mystery,Movie_genres_Parody,Movie_genres_Pre_Code,Movie_genres_Romance_Film,Movie_genres_Romantic_comedy,Movie_genres_Romantic_drama,Movie_genres_Science_Fiction,Movie_genres_Short_Film,Movie_genres_Silent_film,Movie_genres_Sports,Movie_genres_Thriller,Movie_genres_Western,Propensity_score
0,10408933,/m/02qc0j7,106.0,['English Language'],['United States of America'],tt0029852,0.6243202740630003,-0.09620725460228115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2595871847124147
0,175026,/m/017n1p,86.0,['English Language'],['United States of America'],tt0021335,-0.8434030184568974,-0.12965797691704883,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47720517075526453
0,17715326,/m/047t9rb,25.0,['English Language'],['United States of America'],tt0026167,0.20497076191445848,-0.13536132507171675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25639991346425284
0,30002176,/m/09pgd14,100.0,"['Silent film', 'English Language']",['United States of America'],tt0020253,0.6243202740630003,-0.1284704762748746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.22352465302741387
0,13613357,/m/03cbvzw,78.0,['English Language'],['United States of America'],tt0025196,-0.6337282623826269,-0.13357171142787666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.23619270346772436
0,180917,/m/018qbn,110.0,['English Language'],['United States of America'],tt0028455,0.10013338387732235,-0.131581393450148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42532530998074997
0,31505444,/m/09vv2_n,85.0,[],['United States of America'],tt0029924,-0.6337282623826269,-0.12470727001446323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46068628885054697
0,32852698,/m/0b4bp1l,70.0,['English Language'],['United States of America'],tt0023479,-0.2143787502340842,-0.12882170885917965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.23313963573409985
0,29851917,/m/0fp_576,63.0,[],['United States of America'],tt0024199,-1.2627525306054401,-0.13149776664436108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5681566817052093
0,14886428,/m/03h0ghv,8.0,['English Language'],['United States of America'],tt0030289,-0.3192161282712194,-0.13285252089810917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2641481610288837
0,24234630,/m/07kbmgf,61.0,['English Language'],['United States of America'],tt0026711,-1.786939420791118,-0.1318657245898235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7814508585236929
0,25947106,/m/0b6kpmq,70.0,['English Language'],['United States of America'],tt0023512,-0.9482403964940335,-0.1343745287634311,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4762853240696628
0,2596816,/m/0b6yhq2,64.0,['English Language'],['United States of America'],tt0029994,-0.42405350630835553,-0.13368878895597835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5545355398201086
0,12380008,/m/02w1_pf,64.0,['English Language'],['United States of America'],tt0022293,-0.6337282623826269,-0.12716589810459866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3949375862628982
0,12384049,/m/02w28mv,76.0,['English Language'],['United States of America'],tt0023899,-0.42405350630835553,-0.12678121479797883,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4719157498783147
0,10366326,/m/02q9jx_,72.0,['English Language'],['United States of America'],tt0021917,-1.157915152568305,-0.12791853935668093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4275873762844799
0,36320373,/m/09vv2_y,92.0,['English Language'],['United States of America'],tt0025720,0.20497076191445848,-0.12395462876238096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5278500262991336e-08
0,18848953,/m/04gng15,7.0,['English Language'],['United States of America'],tt0024547,-0.9482403964940335,-0.12786836327320877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4627979326840881
