Movie release date,Number of movies,top 10 2grams
1906,11,"[(('story', 'kelly'), 2), (('aaron', 'sherritt'), 2), (('kelly', 'gangs'), 1), (('gangs', 'tone'), 1), (('tone', 'depicting'), 1), (('depicting', 'ned'), 1), (('ned', 'kelly'), 1), (('kelly', 'last'), 1), (('last', 'friends'), 1), (('friends', 'dan'), 1)]"
1907,24,"[(('two', 'big'), 1), (('big', 'game'), 1), (('game', 'hunters'), 1), (('hunters', 'safari'), 1), (('safari', 'jungle'), 1), (('jungle', 'their'), 1), (('their', 'african'), 1), (('african', 'observe'), 1), (('observe', 'ostrich'), 1), (('ostrich', 'catch'), 1)]"
1908,31,"[(('moves', 'itself'), 2), (('next', 'see'), 2), (('hyde', 'takes'), 2), (('beggar', 'receives'), 1), (('receives', 'new'), 1), (('new', 'limb'), 1), (('limb', 'strange'), 1), (('strange', 'store'), 1), (('store', 'specializes'), 1), (('specializes', 'human'), 1)]"
1909,41,"[(('suggested', 'grande'), 1), (('grande', 'king'), 1), (('king', 'constructs'), 1), (('constructs', 'windowless'), 1), (('windowless', 'himself'), 1), (('himself', 'not'), 1), (('not', 'faithful'), 1), (('faithful', 'consorts'), 1), (('consorts', 'court'), 1), (('court', 'use'), 1)]"
1910,44,"[(('bunda', 'bunda'), 4), (('then', 'enters'), 2), (('inspector', 'carroll'), 2), (('ben', 'hall'), 2), (('frederick', 'ward'), 1), (('ward', 'cattle'), 1), (('cattle', 'drover'), 1), (('drover', 'earning'), 1), (('earning', 'money'), 1), (('money', 'wedding'), 1)]"
1911,137,"[(('pike', 'ross'), 5), (('ross', 'australian'), 5), (('australian', 'film'), 5), (('film', 'guide'), 5), (('guide', 'feature'), 5), (('feature', 'film'), 5), (('film', 'oxford'), 5), (('oxford', 'university'), 5), (('falls', 'love'), 4), (('falsely', 'accused'), 3)]"
1912,146,"[(('von', 'scarsbruck'), 5), (('dick', 'clarice'), 3), (('pike', 'ross'), 3), (('ross', 'australian'), 3), (('australian', 'film'), 3), (('film', 'guide'), 3), (('guide', 'feature'), 3), (('feature', 'film'), 3), (('film', 'oxford'), 3), (('oxford', 'university'), 3)]"
1913,272,"[(('von', 'kammacher'), 11), (('new', 'york'), 5), (('young', 'man'), 4), (('prince', 'orange'), 3), (('william', 'prince'), 3), (('pike', 'ross'), 3), (('ross', 'australian'), 3), (('australian', 'film'), 3), (('film', 'guide'), 3), (('guide', 'feature'), 3)]"
1914,366,"[(('fairy', 'godmother'), 8), (('prince', 'charming'), 4), (('godmother', 'changes'), 3), (('royal', 'heralds'), 3), (('falls', 'love'), 3), (('tin', 'woodman'), 3), (('new', 'york'), 3), (('fall', 'love'), 2), (('wants', 'go'), 2), (('sisters', 'go'), 2)]"
1915,419,"[(('grand', 'vampire'), 9), (('falls', 'love'), 6), (('police', 'raid'), 5), (('lily', 'flower'), 5), (('molly', 'o'), 4), (('missing', 'link'), 4), (('philipe', 'mazamette'), 4), (('austin', 'stoneman'), 3), (('ben', 'cameron'), 3), (('wants', 'marry'), 3)]"
1916,401,"[(('falls', 'love'), 7), (('new', 'york'), 6), (('molly', 'o'), 4), (('nurse', 'cavell'), 3), (('lt', 'renard'), 3), (('york', 'times'), 3), (('two', 'years'), 3), (('de', 'werve'), 3), (('falsely', 'accused'), 2), (('story', 'told'), 2)]"
1917,309,"[(('falls', 'love'), 15), (('new', 'york'), 8), (('york', 'times'), 7), (('times', 'review'), 6), (('review', 'summary'), 5), (('young', 'woman'), 3), (('dr', 'burton'), 3), (('dad', 'hayseed'), 3), (('into', 'trouble'), 2), (('runs', 'away'), 2)]"
1918,282,"[(('falls', 'love'), 8), (('sir', 'kenneth'), 4), (('cheyenne', 'harry'), 3), (('three', 'years'), 3), (('new', 'york'), 3), (('their', 'home'), 3), (('two', 'them'), 3), (('after', 'father'), 3), (('film', 'opens'), 3), (('richard', 'beth'), 3)]"
1919,293,"[(('peach', 'tree'), 7), (('new', 'york'), 6), (('mister', 'quaker'), 6), (('gloria', 'du'), 6), (('falls', 'love'), 5), (('two', 'men'), 5), (('david', 'washburn'), 5), (('desert', 'gold'), 4), (('them', 'all'), 3), (('le', 'loup'), 3)]"
1920,327,"[(('aunt', 'polly'), 11), (('one', 'day'), 6), (('boy', 'elephant'), 6), (('sir', 'george'), 6), (('young', 'man'), 5), (('van', 'alstyne'), 5), (('i', 'not'), 3), (('söfren', 'mari'), 3), (('new', 'york'), 3), (('film', 'opens'), 3)]"
1921,272,"[(('new', 'york'), 5), (('falls', 'love'), 5), (('decides', 'take'), 4), (('returns', 'new'), 4), (('mechanical', 'man'), 4), (('through', 'series'), 3), (('george', 'tansy'), 3), (('world', 'war'), 3), (('new', 'zealand'), 3), (('just', 'before'), 3)]"
1922,238,"[(('von', 'wenk'), 14), (('into', 'house'), 4), (('falls', 'love'), 4), (('yen', 'sin'), 4), (('von', 'tarlenheim'), 4), (('lotus', 'flower'), 4), (('all', 'children'), 3), (('five', 'boys'), 3), (('get', 'back'), 3), (('elias', 'fred'), 3)]"
1923,278,"[(('little', 'boy'), 15), (('blind', 'man'), 11), (('falls', 'love'), 4), (('after', 'being'), 4), (('fall', 'love'), 3), (('jean', 'marie'), 3), (('young', 'man'), 3), (('small', 'town'), 3), (('not', 'tell'), 3), (('all', 'sorts'), 3)]"
1924,276,"[(('falls', 'love'), 10), (('york', 'times'), 6), (('queen', 'elizabeth'), 6), (('times', 'overview'), 5), (('agrees', 'marry'), 4), (('makes', 'way'), 4), (('their', 'own'), 4), (('trina', 'mcteague'), 4), (('miss', 'baker'), 4), (('new', 'york'), 4)]"
1925,272,"[(('falls', 'love'), 14), (('new', 'york'), 6), (('last', 'minute'), 4), (('runs', 'into'), 4), (('father', 'time'), 4), (('young', 'man'), 3), (('big', 'city'), 3), (('meets', 'falls'), 3), (('some', 'time'), 3), (('receives', 'letter'), 3)]"
1926,281,"[(('falls', 'love'), 8), (('black', 'pirate'), 6), (('vicomte', 'paul'), 5), (('young', 'woman'), 4), (('runs', 'into'), 4), (('fall', 'love'), 4), (('no', 'longer'), 4), (('big', 'cat'), 4), (('joe', 'farina'), 4), (('la', 'brunna'), 4)]"
1927,292,"[(('falls', 'love'), 9), (('two', 'men'), 8), (('di', 'borgo'), 7), (('young', 'woman'), 6), (('betty', 'lou'), 5), (('thin', 'man'), 4), (('false', 'maria'), 4), (('gets', 'into'), 4), (('don', 'juan'), 4), (('three', 'fathers'), 3)]"
1928,316,"[(('falls', 'love'), 9), (('stan', 'ollie'), 8), (('world', 'war'), 7), (('returns', 'home'), 5), (('no', 'longer'), 5), (('this', 'film'), 4), (('go', 'off'), 4), (('go', 'back'), 4), (('two', 'men'), 4), (('once', 'again'), 4)]"
1929,331,"[(('young', 'man'), 25), (('young', 'woman'), 21), (('falls', 'love'), 9), (('new', 'york'), 9), (('stan', 'ollie'), 8), (('girl', 'cat'), 7), (('title', 'card'), 6), (('first', 'young'), 6), (('laurel', 'hardy'), 5), (('blue', 'boy'), 5)]"
1930,348,"[(('falls', 'love'), 20), (('stan', 'ollie'), 13), (('miss', 'crabtree'), 10), (('after', 'being'), 8), (('world', 'war'), 8), (('new', 'york'), 7), (('takes', 'place'), 6), (('gentleman', 'caller'), 6), (('their', 'own'), 5), (('old', 'man'), 5)]"
1931,428,"[(('van', 'helsing'), 18), (('falls', 'love'), 11), (('world', 'war'), 11), (('new', 'york'), 10), (('betty', 'boop'), 9), (('miss', 'crabtree'), 8), (('next', 'day'), 7), (('even', 'though'), 7), (('tries', 'get'), 7), (('their', 'own'), 7)]"
1932,441,"[(('new', 'york'), 24), (('falls', 'love'), 17), (('young', 'man'), 12), (('detective', 'barton'), 11), (('world', 'war'), 10), (('even', 'though'), 9), (('no', 'longer'), 9), (('young', 'woman'), 8), (('york', 'city'), 8), (('stan', 'ollie'), 8)]"
1933,461,"[(('new', 'york'), 25), (('girl', 'beagle'), 16), (('old', 'man'), 15), (('falls', 'love'), 11), (('world', 'war'), 10), (('oswald', 'girl'), 10), (('girl', 'coonhound'), 10), (('king', 'klunk'), 10), (('turns', 'into'), 9), (('not', 'only'), 9)]"
1934,501,"[(('judge', 'priest'), 39), (('new', 'york'), 17), (('falls', 'love'), 15), (('reverend', 'brand'), 12), (('stan', 'ollie'), 9), (('elli', 'may'), 9), (('bob', 'gillus'), 9), (('one', 'day'), 8), (('even', 'though'), 8), (('von', 'sturm'), 8)]"
1935,510,"[(('new', 'york'), 20), (('falls', 'love'), 18), (('captain', 'warrington'), 15), (('wei', 'ming'), 14), (('too', 'much'), 8), (('just', 'before'), 7), (('their', 'way'), 7), (('utah', 'joe'), 7), (('steve', 'mortimer'), 7), (('their', 'own'), 6)]"
1936,558,"[(('new', 'york'), 19), (('ham', 'ex'), 18), (('falls', 'love'), 12), (('witch', 'doctor'), 9), (('ice', 'cream'), 9), (('san', 'francisco'), 7), (('runs', 'into'), 7), (('runs', 'away'), 6), (('their', 'own'), 6), (('not', 'only'), 6)]"
1937,548,"[(('snow', 'white'), 16), (('even', 'though'), 12), (('falls', 'love'), 12), (('new', 'york'), 12), (('de', 'boeldieu'), 11), (('no', 'one'), 9), (('newspaper', 'boy'), 8), (('wang', 'lung'), 8), (('fall', 'love'), 7), (('young', 'woman'), 7)]"
1938,518,"[(('new', 'york'), 22), (('de', 'lesseps'), 17), (('falls', 'love'), 15), (('their', 'own'), 11), (('back', 'into'), 9), (('black', 'fury'), 8), (('miss', 'froy'), 7), (('san', 'francisco'), 7), (('lady', 'malverton'), 7), (('judge', 'hardy'), 7)]"
1939,487,"[(('new', 'york'), 17), (('falls', 'love'), 15), (('world', 'war'), 10), (('their', 'own'), 8), (('police', 'officer'), 8), (('not', 'before'), 7), (('returns', 'home'), 7), (('no', 'one'), 6), (('fall', 'love'), 6), (('one', 'day'), 6)]"
1940,498,"[(('new', 'york'), 17), (('stan', 'ollie'), 13), (('de', 'winter'), 12), (('flower', 'belle'), 12), (('falls', 'love'), 11), (('van', 'meer'), 10), (('did', 'not'), 8), (('world', 'war'), 8), (('even', 'though'), 8), (('don', 'alvarez'), 8)]"
1941,471,"[(('new', 'york'), 27), (('miss', 'prottle'), 16), (('world', 'war'), 14), (('falls', 'love'), 13), (('their', 'way'), 10), (('runs', 'into'), 9), (('back', 'into'), 9), (('gin', 'sling'), 9), (('once', 'again'), 8), (('make', 'their'), 8)]"
1942,505,"[(('world', 'war'), 36), (('new', 'york'), 24), (('professor', 'scarecrow'), 17), (('falls', 'love'), 15), (('united', 'states'), 12), (('no', 'longer'), 10), (('tom', 'then'), 10), (('ludwig', 'frankenstein'), 10), (('york', 'city'), 9), (('during', 'world'), 9)]"
1943,464,"[(('world', 'war'), 30), (('united', 'states'), 13), (('falls', 'love'), 13), (('two', 'men'), 9), (('during', 'world'), 9), (('film', 'opens'), 9), (('even', 'though'), 9), (('young', 'woman'), 9), (('back', 'into'), 8), (('von', 'vulture'), 8)]"
1944,396,"[(('lady', 'jane'), 27), (('world', 'war'), 25), (('sir', 'frederick'), 14), (('falls', 'love'), 13), (('van', 'der'), 13), (('new', 'york'), 11), (('yousef', 'bey'), 10), (('yap', 'yap'), 10), (('two', 'men'), 10), (('der', 'lyn'), 9)]"
1945,385,"[(('world', 'war'), 23), (('new', 'york'), 14), (('falls', 'love'), 12), (('there', 'no'), 12), (('during', 'world'), 11), (('young', 'woman'), 9), (('war', 'ii'), 8), (('no', 'one'), 8), (('their', 'way'), 8), (('red', 'cat'), 8)]"
1946,381,"[(('world', 'war'), 26), (('uncle', 'remus'), 18), (('new', 'york'), 15), (('falls', 'love'), 14), (('runs', 'into'), 8), (('moe', 'larry'), 8), (('duke', 'chester'), 8), (('after', 'being'), 7), (('no', 'longer'), 7), (('returns', 'home'), 7)]"
1947,412,"[(('new', 'york'), 16), (('world', 'war'), 13), (('just', 'before'), 12), (('young', 'woman'), 9), (('tries', 'get'), 9), (('de', 'silva'), 8), (('united', 'states'), 7), (('runs', 'into'), 7), (('into', 'their'), 7), (('fallen', 'love'), 6)]"
1948,458,"[(('road', 'runner'), 16), (('world', 'war'), 14), (('falls', 'love'), 13), (('war', 'ii'), 13), (('new', 'york'), 12), (('two', 'men'), 10), (('even', 'though'), 9), (('no', 'one'), 9), (('after', 'being'), 9), (('moe', 'larry'), 9)]"
1949,496,"[(('dona', 'rosa'), 23), (('world', 'war'), 20), (('falls', 'love'), 19), (('narrator', 'presents'), 11), (('bugs', 'then'), 10), (('back', 'into'), 9), (('sister', 'margaret'), 9), (('one', 'last'), 8), (('fallen', 'love'), 8), (('new', 'york'), 8)]"
1950,593,"[(('new', 'york'), 21), (('falls', 'love'), 20), (('el', 'jaibo'), 15), (('world', 'war'), 12), (('two', 'men'), 11), (('big', 'ed'), 11), (('don', 'roque'), 11), (('jerry', 'then'), 10), (('tom', 'then'), 9), (('back', 'into'), 9)]"
1951,619,"[(('world', 'war'), 23), (('new', 'york'), 16), (('falls', 'love'), 15), (('back', 'into'), 11), (('air', 'force'), 10), (('two', 'men'), 9), (('during', 'world'), 9), (('runs', 'into'), 9), (('more', 'interested'), 8), (('war', 'ii'), 7)]"
1952,643,"[(('road', 'runner'), 36), (('falls', 'love'), 26), (('world', 'war'), 14), (('new', 'york'), 13), (('white', 'mane'), 13), (('falls', 'into'), 12), (('just', 'before'), 11), (('back', 'into'), 11), (('two', 'men'), 11), (('tom', 'jerry'), 9)]"
1953,558,"[(('falls', 'love'), 16), (('road', 'runner'), 16), (('new', 'york'), 15), (('world', 'war'), 15), (('bugs', 'then'), 14), (('no', 'longer'), 14), (('runs', 'off'), 13), (('once', 'again'), 12), (('back', 'into'), 10), (('father', 'logan'), 10)]"
1954,521,"[(('long', 'john'), 17), (('new', 'york'), 14), (('their', 'own'), 13), (('not', 'only'), 12), (('falls', 'love'), 12), (('world', 'war'), 12), (('bugs', 'then'), 11), (('le', 'chiffre'), 9), (('one', 'night'), 9), (('back', 'into'), 9)]"
1955,559,"[(('road', 'runner'), 19), (('miss', 'dove'), 16), (('new', 'york'), 15), (('world', 'war'), 15), (('falls', 'love'), 12), (('runs', 'away'), 12), (('fall', 'love'), 11), (('just', 'before'), 9), (('their', 'way'), 9), (('old', 'man'), 8)]"
1956,570,"[(('road', 'runner'), 22), (('falls', 'love'), 17), (('new', 'york'), 14), (('world', 'war'), 12), (('just', 'before'), 12), (('wile', 'coyote'), 11), (('not', 'only'), 10), (('get', 'back'), 9), (('one', 'day'), 9), (('wild', 'woman'), 9)]"
1957,572,"[(('falls', 'love'), 20), (('new', 'york'), 17), (('world', 'war'), 16), (('this', 'time'), 12), (('road', 'runner'), 12), (('after', 'being'), 11), (('once', 'again'), 10), (('goes', 'back'), 10), (('back', 'into'), 10), (('young', 'woman'), 9)]"
1958,563,"[(('falls', 'love'), 17), (('world', 'war'), 14), (('van', 'helsing'), 14), (('goes', 'back'), 12), (('did', 'not'), 12), (('then', 'goes'), 11), (('runs', 'into'), 11), (('back', 'into'), 11), (('new', 'york'), 11), (('this', 'time'), 11)]"
1959,525,"[(('tun', 'nila'), 20), (('new', 'york'), 15), (('united', 'states'), 13), (('world', 'war'), 13), (('next', 'day'), 12), (('young', 'woman'), 11), (('sarah', 'jane'), 11), (('falls', 'love'), 11), (('sir', 'henry'), 11), (('once', 'again'), 10)]"
1960,527,"[(('falls', 'love'), 18), (('von', 'basil'), 15), (('van', 'helsing'), 15), (('one', 'day'), 14), (('road', 'runner'), 13), (('hyde', 'tweety'), 13), (('young', 'woman'), 13), (('world', 'war'), 12), (('new', 'york'), 11), (('not', 'only'), 9)]"
1961,524,"[(('road', 'runner'), 19), (('sir', 'robert'), 18), (('falls', 'love'), 17), (('new', 'york'), 17), (('miss', 'giddens'), 17), (('this', 'time'), 12), (('sultan', 'mahmud'), 12), (('no', 'longer'), 10), (('best', 'friend'), 9), (('go', 'back'), 9)]"
1962,562,"[(('young', 'man'), 23), (('falls', 'love'), 16), (('haji', 'bakhil'), 13), (('new', 'york'), 12), (('labu', 'labi'), 11), (('did', 'not'), 10), (('nyonya', 'mansoor'), 10), (('go', 'back'), 9), (('no', 'longer'), 9), (('falls', 'into'), 8)]"
1963,504,"[(('falls', 'love'), 22), (('world', 'war'), 15), (('after', 'being'), 13), (('new', 'york'), 10), (('head', 'devil'), 10), (('young', 'woman'), 9), (('young', 'man'), 9), (('seth', 'karam'), 8), (('karam', 'chand'), 8), (('film', 'begins'), 8)]"
1964,567,"[(('falls', 'love'), 23), (('abdul', 'wahub'), 19), (('young', 'woman'), 18), (('big', 'bad'), 16), (('feng', 'xiao'), 12), (('one', 'day'), 11), (('older', 'woman'), 11), (('rani', 'maa'), 11), (('sir', 'richard'), 11), (('no', 'one'), 10)]"
1965,751,"[(('henry', 'iv'), 18), (('de', 'la'), 18), (('falls', 'love'), 17), (('pink', 'panther'), 17), (('charlie', 'brown'), 16), (('la', 'bath'), 15), (('once', 'again'), 13), (('world', 'war'), 13), (('back', 'into'), 13), (('sir', 'humphrey'), 12)]"
1966,546,"[(('world', 'war'), 16), (('falls', 'into'), 12), (('falls', 'love'), 11), (('runs', 'into'), 11), (('young', 'woman'), 10), (('just', 'before'), 10), (('between', 'two'), 9), (('no', 'one'), 9), (('returns', 'home'), 9), (('one', 'day'), 9)]"
1967,603,"[(('pink', 'panther'), 23), (('young', 'woman'), 16), (('coffin', 'joe'), 16), (('cool', 'cat'), 15), (('falls', 'love'), 14), (('new', 'york'), 13), (('young', 'man'), 13), (('back', 'into'), 12), (('runs', 'into'), 12), (('one', 'day'), 11)]"
1968,643,"[(('new', 'york'), 18), (('pink', 'panther'), 16), (('their', 'own'), 12), (('young', 'man'), 10), (('young', 'woman'), 10), (('falls', 'into'), 10), (('little', 'mermaid'), 10), (('this', 'time'), 9), (('two', 'men'), 9), (('their', 'way'), 9)]"
1969,648,"[(('charlie', 'brown'), 30), (('new', 'york'), 26), (('sir', 'edward'), 20), (('falls', 'love'), 18), (('world', 'war'), 15), (('cool', 'cat'), 14), (('their', 'way'), 12), (('two', 'men'), 12), (('la', 'boeuf'), 12), (('after', 'being'), 11)]"
1970,638,"[(('falls', 'love'), 30), (('new', 'york'), 20), (('united', 'states'), 16), (('el', 'topo'), 15), (('world', 'war'), 13), (('two', 'men'), 13), (('one', 'day'), 12), (('thong', 'kwao'), 12), (('having', 'been'), 10), (('not', 'only'), 10)]"
1971,702,"[(('falls', 'love'), 25), (('young', 'woman'), 15), (('their', 'own'), 14), (('miss', 'price'), 14), (('new', 'york'), 13), (('krishna', 'prasad'), 13), (('after', 'being'), 11), (('not', 'only'), 11), (('one', 'day'), 10), (('goes', 'back'), 10)]"
1972,729,"[(('one', 'day'), 21), (('lu', 'junyi'), 16), (('young', 'woman'), 15), (('new', 'york'), 15), (('auntie', 'roo'), 14), (('falls', 'love'), 13), (('after', 'being'), 13), (('goes', 'into'), 12), (('next', 'day'), 11), (('no', 'longer'), 11)]"
1973,686,"[(('new', 'york'), 23), (('young', 'woman'), 15), (('falls', 'love'), 13), (('young', 'man'), 12), (('after', 'being'), 11), (('film', 'opens'), 11), (('their', 'own'), 11), (('get', 'back'), 11), (('their', 'way'), 10), (('no', 'one'), 10)]"
1974,684,"[(('van', 'helsing'), 28), (('new', 'york'), 17), (('falls', 'love'), 16), (('one', 'day'), 12), (('two', 'men'), 12), (('their', 'own'), 12), (('no', 'one'), 10), (('young', 'man'), 10), (('this', 'time'), 10), (('phone', 'call'), 10)]"
1975,632,"[(('new', 'york'), 22), (('charlie', 'brown'), 22), (('barbara', 'jean'), 19), (('falls', 'love'), 17), (('one', 'day'), 14), (('their', 'way'), 13), (('once', 'again'), 12), (('pink', 'panther'), 10), (('after', 'being'), 10), (('black', 'cobra'), 10)]"
1976,654,"[(('new', 'york'), 27), (('little', 'mute'), 16), (('kung', 'fu'), 15), (('falls', 'love'), 15), (('one', 'day'), 14), (('their', 'own'), 12), (('world', 'war'), 11), (('after', 'being'), 10), (('sarah', 'jane'), 10), (('marthe', 'ludovic'), 10)]"
1977,639,"[(('new', 'york'), 22), (('world', 'war'), 20), (('young', 'man'), 15), (('falls', 'love'), 15), (('one', 'day'), 14), (('little', 'red'), 13), (('air', 'force'), 12), (('returns', 'home'), 11), (('film', 'begins'), 11), (('van', 'helsing'), 11)]"
1978,665,"[(('wei', 'fung'), 26), (('blind', 'man'), 23), (('new', 'york'), 16), (('pink', 'panther'), 16), (('their', 'own'), 15), (('one', 'day'), 15), (('falls', 'love'), 15), (('world', 'war'), 12), (('get', 'back'), 12), (('martial', 'arts'), 12)]"
1979,687,"[(('golden', 'arm'), 30), (('kung', 'fu'), 28), (('butcher', 'wing'), 23), (('silver', 'spear'), 23), (('teacher', 'wong'), 21), (('lu', 'feng'), 20), (('new', 'york'), 19), (('chi', 'sah'), 18), (('lo', 'mang'), 17), (('miss', 'leng'), 17)]"
1980,679,"[(('new', 'york'), 31), (('one', 'day'), 22), (('falls', 'love'), 19), (('shao', 'hai'), 18), (('world', 'war'), 17), (('border', 'patrol'), 17), (('ali', 'baba'), 15), (('charlie', 'brown'), 15), (('snow', 'white'), 14), (('young', 'man'), 14)]"
1981,661,"[(('new', 'york'), 27), (('falls', 'love'), 19), (('young', 'man'), 16), (('only', 'find'), 15), (('no', 'longer'), 15), (('their', 'way'), 14), (('after', 'being'), 13), (('martial', 'arts'), 13), (('one', 'day'), 12), (('go', 'back'), 12)]"
1982,669,"[(('new', 'york'), 34), (('jue', 'yuan'), 31), (('falls', 'love'), 23), (('no', 'one'), 21), (('cheech', 'chong'), 21), (('high', 'school'), 15), (('young', 'man'), 15), (('goes', 'back'), 15), (('kung', 'fu'), 14), (('their', 'own'), 14)]"
1983,666,"[(('new', 'york'), 30), (('united', 'states'), 23), (('high', 'school'), 23), (('falls', 'love'), 22), (('did', 'not'), 17), (('after', 'being'), 17), (('not', 'only'), 15), (('phar', 'lap'), 15), (('young', 'man'), 14), (('take', 'care'), 14)]"
1984,709,"[(('new', 'york'), 35), (('falls', 'love'), 27), (('one', 'day'), 23), (('leon', 'maria'), 21), (('young', 'man'), 19), (('even', 'though'), 17), (('united', 'states'), 15), (('takes', 'place'), 15), (('after', 'being'), 14), (('some', 'time'), 14)]"
1985,788,"[(('new', 'york'), 29), (('falls', 'love'), 28), (('high', 'school'), 26), (('one', 'day'), 19), (('after', 'being'), 18), (('no', 'longer'), 18), (('big', 'bird'), 17), (('having', 'been'), 16), (('sir', 'daniel'), 16), (('their', 'own'), 14)]"
1986,739,"[(('high', 'school'), 29), (('falls', 'love'), 28), (('one', 'day'), 27), (('new', 'york'), 27), (('this', 'time'), 19), (('next', 'day'), 19), (('even', 'though'), 18), (('after', 'being'), 17), (('audrey', 'ii'), 17), (('don', 'graci'), 17)]"
1987,825,"[(('falls', 'love'), 38), (('ah', 'chai'), 36), (('high', 'school'), 26), (('go', 'back'), 25), (('after', 'being'), 22), (('mary', 'lou'), 20), (('back', 'into'), 19), (('one', 'day'), 19), (('obie', 'scam'), 19), (('their', 'way'), 18)]"
1988,851,"[(('new', 'york'), 43), (('falls', 'love'), 27), (('high', 'school'), 25), (('back', 'into'), 23), (('after', 'being'), 22), (('one', 'day'), 21), (('best', 'friend'), 21), (('their', 'own'), 19), (('once', 'again'), 17), (('their', 'way'), 17)]"
1989,810,"[(('new', 'york'), 46), (('madam', 'yeung'), 31), (('hong', 'kong'), 29), (('old', 'man'), 22), (('one', 'day'), 20), (('falls', 'love'), 19), (('two', 'men'), 19), (('after', 'being'), 18), (('young', 'monk'), 18), (('miss', 'daisy'), 18)]"
1990,808,"[(('new', 'york'), 41), (('falls', 'love'), 32), (('united', 'states'), 27), (('no', 'longer'), 24), (('back', 'into'), 24), (('police', 'officer'), 23), (('young', 'man'), 22), (('their', 'way'), 21), (('after', 'being'), 21), (('high', 'school'), 20)]"
